Product_Name,Grade,Generic_Polymer_Type,Generic_Polymer_Symbol,Density_g/cm^3,Polymer_Code,Tensile_Strength_at_Yield_MPa,Melting_Temperature_°C,Flexural_Modulus_MPa,Flexural_Strength_MPa,Tensile_Modulus_MPa,Tensile_Strength_at_Break_MPa,Tensile_Elongation_at_Yield_%_strain,Tensile_Elongation_at_Break_%_strain,Izod_Notched_Impact_23°C_kJ/m^2,Hardness_Rockwell_R,Hardness_Shore_D
ULTEM™ Resin,2410EPR - Americas,Polyether Imide,PEI,1.56,PEI-GF40,170.0,,9500.0,,11000.0,170.0,2.0,2.0,8.03921568627451,,
ULTEM™ Resin,2410EPR - Europe,Polyether Imide,PEI,1.56,PEI-GF40,170.0,,9500.0,,11000.0,170.0,2.0,2.0,8.03921568627451,,
ULTEM™ Resin,2410R - Asia,Polyether Imide,PEI,1.61,PEI-GF40,,,11700.0,,11700.0,179.0,,2.5,10.784313725490197,,
ULTEM™ Resin,3310TD,Polyether Imide,PEI,1.54,PEI-MD,,,4900.0,109.0,4900.0,67.0,,1.6,4.6078431372549025,,
ULTEM™ Resin,3452 - Americas,Polyether Imide,PEI,1.66,PEI-(GF+MD)45,,,12400.0,,11239.01406,131.0,,1.4,5.686274509803922,,
ULTEM™ Resin,3452 - Asia,Polyether Imide,PEI,1.66,PEI-(GF+MD)45,,,12400.0,,10219.670027,131.0,,1.4,5.686274509803922,,
ULTEM™ Resin,4001 - Americas,Polyether Imide,PEI,1.33,PEI-L,103.0,,3400.0,,3350.0,,3.3052231306143875,40.0,11.764705882352942,,
ULTEM™ Resin,4211 - Americas,Polyether Imide,PEI,1.48,PEI-GF20,129.0,,7100.0,,,,,3.0,,,
ULTEM™ Resin,9011 - Asia,Polyether Imide,PEI,1.27,PEI,105.0,,3300.0,,3200.0,85.0,6.0,60.0,3.1372549019607847,,
ULTEM™ Resin,AR9300 - Asia,Polyether Imide,PEI,1.49,PEI-GF30,,,9650.0,,8960.0,155.0,,3.0,11.764705882352942,,
ULTEM™ Resin,AUR200G0 - Europe,Polyether Imide,PEI,1.27,PEI,90.0,,2600.0,,2500.0,,5.0,,,,
ULTEM™ Resin,AUR200G6 - Europe,Polyether Imide,PEI,1.53,PEI-GF30,,,6500.0,,8000.0,120.0,,3.0,4.0,,
ULTEM™ Resin,AUR200TXR,Polyether Imide,PEI,1.26,PEI,96.0,,3170.0,,,,,70.0,5.196078431372549,,
ULTEM™ Resin,CRS5011 - Americas,Polyether Imide,PEI,1.28,PEI,99.0,,3100.0,,2890.0,,3.1397265597565394,60.0,5.686274509803922,,
ULTEM™ Resin,CRS5011 - Europe,Polyether Imide,PEI,1.28,PEI,100.0,,2900.0,,2900.0,85.0,8.0,50.0,5.0,,
ULTEM™ Resin,CRS5011R - Europe,Polyether Imide,PEI,1.28,PEI,100.0,,2900.0,,2900.0,85.0,8.0,50.0,5.784313725490197,,
ULTEM™ Resin,CRS5111 - Americas,Polyether Imide,PEI,1.36,PEI-GF10,117.0,,4890.0,,4750.0,112.0,3.0000000000000027,4.0,3.6274509803921573,,
ULTEM™ Resin,CRS5211R - Asia,Polyether Imide,PEI,1.45,PEI-GF20,137.0,,6890.0,,6890.0,144.0,,3.0,7.254901960784315,,
ULTEM™ Resin,CRS5311 - Asia,Polyether Imide,PEI,1.52,PEI-GF30,,,8960.0,,8960.0,165.0,,3.0,9.411764705882353,,
ULTEM™ Resin,DT1810EV - Americas,Polyether Imide,PEI,1.28,PEI,98.0,,3100.0,,2500.0,80.0,7.0,80.0,3.1372549019607847,,
ULTEM™ Resin,DT1810EVUCL,Polyether Imide,PEI,1.28,PEI,98.0,,3100.0,,2500.0,80.0,7.0,80.0,3.1372549019607847,,
ULTEM™ Resin,DU442 - Asia,Polyether Imide,PEI,1.26,PEI,66.0,,3060.0,,2990.0,,,10.0,20.58823529411765,,
ULTEM™ Resin,HU1004 - Americas,Polyether Imide,PEI,1.28,PEI,97.0,,2800.0,,2900.0,80.0,7.0,80.0,6.862745098039216,,
ULTEM™ Resin,HU2110 - Americas,Polyether Imide,PEI,1.34,PEI-GF10,115.0,,6890.0,,4500.0,115.0,2.0,2.0,4.705882352941177,,
ULTEM™ Resin,LTX300A - Americas,Polyether Imide,PEI,1.3,PEI,90.0,,3200.0,,3200.0,75.0,6.0,25.0,6.764705882352942,,
ULTEM™ Resin,SF2250 - Asia,Polyether Imide,PEI,1.44,PEI-GF20,,,7150.0,,8900.0,157.0,,3.0,8.725490196078432,,
ULTEM™ Resin,SF2260 - Asia,Polyether Imide,PEI,1.42,PEI-GF20,,,7170.0,,9400.0,142.0,,2.4,7.843137254901961,,
ULTEM™ Resin,SF2350 - Asia,Polyether Imide,PEI,1.52,PEI-GF30,,,9400.0,,11600.0,171.0,,2.5,9.313725490196079,,
ULTEM™ Resin,SF2350 - Europe,Polyether Imide,PEI,1.52,PEI-GF30,,,9400.0,,11600.0,171.0,,2.5,9.313725490196079,,
ULTEM™ Resin,UF5011S - Americas,Polyether Imide,PEI,1.28,PEI,100.0,,2900.0,,2900.0,85.0,8.0,50.0,5.784313725490197,,
ULTEM™ Resin,UF5011S - Europe,Polyether Imide,PEI,1.28,PEI,100.0,,2900.0,,2900.0,85.0,8.0,50.0,5.784313725490197,,
SILTEM™ Resin,STM1500 - Americas,Polyether Imide,PEI,1.18,PEI,28.0,,380.0,,,,,100.0,,,
SILTEM™ Resin,STM1600 - Americas,Polyether Imide,PEI,1.19,PEI,42.0,,1250.0,48.0,1380.0,41.0,10.0,74.0,40.19607843137255,,72.0
SILTEM™ Resin,STM1600 - Europe,Polyether Imide,PEI,1.19,PEI,42.0,,1250.0,,1380.0,41.0,10.0,74.0,36.0,,72.0
SILTEM™ Resin,STM1700 - Americas,Polyether Imide,PEI,1.2,PEI,68.0,,2150.0,94.0,2300.0,59.0,5.0,15.0,17.647058823529413,,80.0
LNP™ THERMOCOMP™ Compound,EC004APQ,Polyether Imide,PEI,1.33,PEI-CF20,,,15800.0,,19100.0,245.0,,2.3,10.784313725490197,,
LNP™ THERMOCOMP™ Compound,EC006APQ,Polyether Imide,PEI,1.39,PEI-CF30,,,23900.0,332.0,29300.0,252.0,,1.1,8.03921568627451,,
LNP™ THERMOCOMP™ Compound,EC006E,Polyether Imide,PEI,1.39,PEI-CF30,,,19200.0,306.0,18500.0,215.0,,1.3,6.0,,
LNP™ THERMOCOMP™ Compound,EF006 - Americas,Polyether Imide,PEI,1.53,PEI-GF30,,,11400.0,263.0,10400.0,177.0,,2.2,10.784313725490197,,
LNP™ THERMOCOMP™ Compound,EF006ER,Polyether Imide,PEI,1.52,PEI-GF30,,,9340.0,235.0,10200.0,154.0,,3.0,8.823529411764707,,
LNP™ THERMOCOMP™ Compound,PDXE98480,Polyether Imide,PEI,1.6,PEI-GF40,,,12800.0,243.0,14200.0,162.0,,1.5,9.019607843137255,,
LNP™ THERMOCOMP™ AM Compound,EF004XXAR1,Polyether Imide,PEI,1.43,PEI-GF20,,,,137.0,2800.0,,,1.7,,,
LNP™ STAT-KON™ Compound,UC1200,Polyether Imide,PEI,1.32,PEI-CF10,131.0,,7830.0,,8130.0,131.0,5.1,5.1,3.6274509803921573,,
LNP™ LUBRICOMP™ Compound,EFL36 - Europe,Polyether Imide,PEI,1.62,PEI-GF45,,,9000.0,,,168.0,,2.0,10.0,,
LNP™ FARADEX™ Compound,ES003E,Polyether Imide,PEI,1.46,PEI-Me15,99.0,,4310.0,155.0,4340.0,98.0,4.0,4.3,3.3333333333333335,,
PRL,PEI-G10,Polyether Imide,PEI,1.34,PEI-GF10,114.0,,5100.0,186.0,4550.0,114.0,,6.0,5.196078431372549,,
PRL,PEI-GP1,Polyether Imide,PEI,1.27,PEI,103.0,,3450.0,159.0,3520.0,103.0,7.0,60.0,5.196078431372549,,
POTICON,IT6B,Polyether Imide,PEI,1.57,PEI,,,8600.0,176.0,,,,2.2,2.843137254901961,,
LIHAN®,I706,Polyether Imide,PEI,1.5,PEI-GF30,,,9000.0,190.0,,160.0,,3.0,9.0,120.0,
InStruc®,PEIGF10,Polyether Imide,PEI,1.34,PEI-GF10,,,4830.0,183.0,,,3.0,,5.196078431372549,,
InStruc®,PEIGF20HF,Polyether Imide,PEI,1.43,PEI-GF20,,,7930.0,214.0,7930.0,,2.0,,6.764705882352942,,
InStruc®,PEIGF30HF,Polyether Imide,PEI,1.49,PEI-GF30,,,9650.0,241.0,10300.0,,2.0,,7.843137254901961,,
InLube®,PEICF10TF15HF,Polyether Imide,PEI,1.49,PEI-CF30-L,,,20000.0,265.0,24100.0,,1.0,,7.843137254901961,,
InLube®,PEICF30TF15HF,Polyether Imide,PEI,1.49,PEI-CF30-L,,,20000.0,265.0,24100.0,,1.0,,7.843137254901961,,
InLube®,PEICF5TF10,Polyether Imide,PEI,1.34,PEI-CF5-L,,,3450.0,138.0,3100.0,,2.0,,5.196078431372549,,
ColorFast®,SFT4300,Polyether Imide,PEI,1.3,PEI,93.1,,2240.0,100.0,,,7.0,,10.784313725490197,,
AuroraGuard™,PEI120GF,Polyether Imide,PEI,1.42,PEI-GF20,124.0,,6550.0,,,,,4.0,5.196078431372549,,
Aero-Lite®,ALSTDA.1501BG,Polyether Imide,PEI,,PEI-GF,,,,,,,,,,,
Duratron®,U2300 PEI,Polyether Imide,PEI,1.51,PEI-GF30,,,5860.0,186.0,5520.0,,,3.0,5.196078431372549,127.0,
QR Resin,QR-5000,Polyether Imide,PEI,1.27,PEI,103.0,,3170.0,,,,,,4.215686274509804,,
TRE,PEI 1000 CF30,Polyether Imide,PEI,1.39,PEI-CF30,,,17900.0,231.0,,,,4.4,4.215686274509804,,
TRE,PEI 1000 GF 10,Polyether Imide,PEI,1.34,PEI-GF10,,,5170.0,199.0,4680.0,,,6.0,5.196078431372549,,
TriEXO,"29PEI (U,R)",Polyether Imide,PEI,1.27,PEI,,,3450.0,,,107.0,,50.0,,109.0,
Westlake,Tempalux®,Polyether Imide,PEI,1.27,PEI,110.0,,3430.0,,3580.0,90.0,7.0,60.0,5.196078431372549,,
Tempalux®,GF20,Polyether Imide,PEI,1.42,PEI-GF20,,,6890.0,,6890.0,131.0,,4.0,6.274509803921569,,
Tempalux®,WM,Polyether Imide,PEI,1.27,PEI,110.0,,3430.0,,3580.0,90.0,7.0,60.0,5.196078431372549,,
LUVOTECH®,1106-9538,Polyether Imide,PEI,1.4,PEI-CF,,,18600.0,265.0,20000.0,,,1.2,4.509803921568627,,
PARYLS®,PEI E1300,Polyether Imide,PEI,1.27,PEI,,,3510.0,150.0,3560.0,105.0,,45.0,32.0,,
PARYLS®,PEI E2200,Polyether Imide,PEI,1.27,PEI,,,3510.0,160.0,3580.0,107.0,,50.0,50.0,,
PARYLS®,PEI E2200G1,Polyether Imide,PEI,1.34,PEI-GF10,,,4590.0,205.0,4600.0,122.0,,6.0,53.0,,
EXTEM™ Resin,VH1003 - Asia,Polyether Imide,PEI,1.3,PEI,95.0,,3080.0,,3110.0,78.0,8.5,17.0,6.764705882352942,,
EXTEM™ Resin,VH1003F - Asia,Polyether Imide,PEI,1.3,PEI,95.0,,3080.0,,3110.0,78.0,8.5,50.0,6.764705882352942,,
RTP,2100 TFE 15 Z,Polyether Imide,PEI,1.35,PEI-L,,,2960.0,117.0,2760.0,,6.5,,4.215686274509804,,
RTP,2101,Polyether Imide,PEI,1.34,PEI-GF10,,,4830.0,193.0,4830.0,,4.5,,5.196078431372549,,
RTP,2103 LF,Polyether Imide,PEI,1.41,PEI-GF20,,,8960.0,227.0,8960.0,,3.0,,7.352941176470589,122.0,
RTP,2103 TFE 15,Polyether Imide,PEI,1.51,PEI-GF20-L,,,7240.0,200.0,7930.0,,2.0,,8.333333333333334,,
RTP,2105 HF TFE 15,Polyether Imide,PEI,1.39,PEI-GF10-L,,,8960.0,214.0,9310.0,,1.5,,5.196078431372549,,
RTP,2105 TFE 10,Polyether Imide,PEI,1.56,PEI-GF30-L,,,9310.0,228.0,10300.0,,2.0,,8.333333333333334,,
RTP,2181 HEC,Polyether Imide,PEI,1.31,PEI-NiCF10,,,6890.0,207.0,7580.0,,2.5,,6.274509803921569,,
RTP,2181 TFE 10,Polyether Imide,PEI,1.36,PEI-CF10-L,,,9310.0,221.0,9310.0,,1.5,,5.196078431372549,,
RTP,2181 TFE 5,Polyether Imide,PEI,1.33,PEI-CF10-L,,,9310.0,234.0,9310.0,,2.0,,4.705882352941177,,
RTP,2184,Polyether Imide,PEI,1.37,PEI-CF25,,,17200.0,293.0,19000.0,,1.8,,6.274509803921569,,
RTP,2184 HEC,Polyether Imide,PEI,1.4,PEI-NiCF25,,,11400.0,224.0,12100.0,,1.0,,4.215686274509804,,
RTP,2185,Polyether Imide,PEI,1.39,PEI-CF30,,,20700.0,296.0,22800.0,,1.5,,6.274509803921569,,
RTP,2199 X 115079 B,Polyether Imide,PEI,1.29,PEI-Nano,,,3860.0,162.0,3310.0,,2.0,,2.647058823529412,,
RTP,2199 X 117875 A,Polyether Imide,PEI,1.29,PEI-Nano,,,4000.0,145.0,3450.0,,4.0,,4.215686274509804,,
RTP,2199 X 130019 A,Polyether Imide,PEI,1.3,PEI-CF,,,6550.0,197.0,7240.0,,4.0,,6.274509803921569,,
ESD,2181.2,Polyether Imide,PEI,1.32,PEI-CF10,,,8270.0,234.0,8270.0,,2.5,,4.705882352941177,,
ESD,A 2101,Polyether Imide,PEI,1.36,PEI-GF10,,,4830.0,152.0,5520.0,,2.0,,5.196078431372549,,
ESD,A 2180,Polyether Imide,PEI,1.31,PEI-CF,,,7580.0,225.0,7580.0,,2.5,,4.215686274509804,,
ESD,A 2180 EM,Polyether Imide,PEI,1.3,PEI-CF,,,6890.0,208.0,7580.0,,2.4,,4.215686274509804,,
EMI,2160.5,Polyether Imide,PEI,1.33,PEI-Me5,,,3450.0,138.0,3590.0,,8.0,,5.196078431372549,,
EMI,2161,Polyether Imide,PEI,1.39,PEI-Me10,,,4000.0,152.0,3720.0,,5.0,,4.215686274509804,,
EMI,2162,Polyether Imide,PEI,1.42,PEI-Me15,,,4830.0,193.0,3930.0,,4.0,,4.215686274509804,,
Integra™,PEI1000HF,Polyether Imide,PEI,1.27,PEI,110.0,,3520.0,,,,7.0,60.0,3.1372549019607847,,
PQ2,PEI 2199,Polyether Imide,PEI,1.27,PEI,,,3450.0,,,,,,,,
ULTEM™ Resin,ATX200 - Asia,Polyether Imide + PCE,PEI+PCE,1.26,(PEI+PCE),96.0,,3170.0,,,,,70.0,5.196078431372549,,
AuroraGuard™,ENV42-NC740,Polyether Imide + PC,PEI+PC,1.39,(PEI+PC)-GF20,,,9310.0,190.0,,104.0,,,6.274509803921569,,
ULTEM™ Resin,ATX200R - Americas,Polyether Imide + PCE,PEI+PCE,1.26,(PEI+PCE),96.0,,3170.0,,,,,70.0,5.196078431372549,,
QR Resin,QR-5020,Polyether Imide + PC,PEI+PC,1.27,(PEI+PC),103.0,,3170.0,,,,,,4.215686274509804,,
ULTEM™ Resin,ATX200 - Americas,Polyether Imide + PCE,PEI+PCE,1.26,(PEI+PCE),96.0,,3170.0,,3182.398202,,2.733798126528897,70.0,5.196078431372549,,
