Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Sindustris PBT,SG5151,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-MD15,,,4900.0,147.0,,,
TECHNYL® PROTECT,AT 20 V25 BK,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.39,(PET+PA66)-GF25-FR,,260.0,4600.0,150.0,7200.0,,
TECHNYL® PROTECT,AT 20 V25 NC,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.39,(PET+PA66)-GF25-FR,,260.0,5100.0,155.0,7800.0,,
TECHNYL® PROTECT,AT 20 V25 P BK,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.36,(PET+PA66)-GF25-FR,,262.0,5600.0,160.0,6200.0,,
TECHNYL® PROTECT,AT 20 V25 P BK,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.36,(PET+PA66)-GF25-FR,,262.0,7500.0,210.0,8500.0,,
Arnite®,TV4 491,Polybutylene Terephthalate + PET,PBT+PET,1.72,(PBT+PET)-GF50,,225.0,15000.0,195.0,16500.0,,
DESOX™,DSC640G10,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,,,14700.0,255.0,,,
CompaDur®,125 GF 20 black (045),Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,130.0,,,,7600.0,,
CompaDur®,125 GF 30 natural (016),Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,,,10500.0,,
CompaDur®,125 GF 45 black (048),Polybutylene Terephthalate + PET,PBT+PET,1.75,(PBT+PET)-GF45,175.0,,,,16500.0,,
Ultradur®,B 4040 G11 HMG BK15029,Polybutylene Terephthalate + PET,PBT+PET,1.81,(PBT+PET)-GF55,,,19200.0,,21000.0,,
Ultradur®,B 4040 G6 BKQ29 15075,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,9100.0,,10600.0,,
Ultradur®,B 4040 G6 HR BK15029,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,9050.0,220.0,8900.0,,
NOVADURAN™,5320GT20,Polybutylene Terephthalate + PET,PBT+PET,1.36,(PBT+PET)-GF20,,,6570.0,163.0,7970.0,,
SCHULADUR®,A1 GF 20,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,,,,8100.0,,
SCHULADUR®,A1 GF15 K1947,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,,,,6700.0,,
TEREZ PBT/PET,Blend 7100 GF 30,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,,,,,9800.0,,
Toraycon™,1101H,Polybutylene Terephthalate + PET,PBT+PET,1.84,(PBT+PET)-MD40,,,4300.0,100.0,4600.0,,
Toraycon™,1101H X02,Polybutylene Terephthalate + PET,PBT+PET,1.63,(PBT+PET)-MD30,,,2800.0,80.0,,,
Petlon R-Prime,M3-G30-00-BK,Polybutylene Terephthalate + PET,PBT+PET,1.58,(PBT+PET)-GF30,,,,,,,
POCAN®,ECOT3220 000000,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,,7500.0,195.0,7500.0,,
POCAN®,ECOT3230 000000,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,10300.0,230.0,10400.0,,
POCAN®,ECOT3240 000000,Polybutylene Terephthalate + PET,PBT+PET,1.69,(PBT+PET)-GF45,,,15500.0,260.0,16000.0,,
POCAN®,T3150XF 000000,Polybutylene Terephthalate + PET,PBT+PET,1.77,(PBT+PET)-GF55,,,18000.0,260.0,18500.0,,
POCAN®,T7323 000000,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,,7500.0,195.0,7500.0,,
POCAN®,T7391 900044 POS151,Polybutylene Terephthalate + PET,PBT+PET,1.69,(PBT+PET)-GF45,,,15500.0,260.0,16000.0,,
Kepex®,3730GF,Polybutylene Terephthalate + PET,PBT+PET,1.57,(PBT+PET)-GF30,,220.0,10500.0,250.0,10800.0,,
RAMSTER,PF310G6BK11,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,,,,10300.0,,
RAMSTER,PF317G6WT35,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF30,,,9970.0,220.0,10400.0,,
Pocan®,TFN4230 000000,Polybutylene Terephthalate + PET,PBT+PET,1.59,(PBT+PET)-GF25-FR,,,10400.0,160.0,10300.0,,
LOXISTER,PBT/PET GF15 14005,Polybutylene Terephthalate + PET,PBT+PET,1.42,(PBT+PET)-GF15,,,6090.0,165.0,,,
LNP™ THERMOCOMP™ Compound,WX15004L,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,140.0,,8000.0,,9000.0,,
VALOX™ Resin,V8090 - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.77,(PBT+PET)-GF50,180.0,,17000.0,,18500.0,,36.0
Hyundai EP,EL190,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,165.0,,16100.0,,,,
EPIMIX+,PBT/R-PET GX0 30 NC Q1D0B801,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-FR-L,,255.0,9500.0,165.0,12000.0,,
EPIMIX,PBT/PET GFR 30 BK Q1D003,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30-L,,225.0,9500.0,210.0,10500.0,,25.0
EPIMIX,PBT/PET GFR 30 NC Q1D001,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30-L,,225.0,9500.0,210.0,10500.0,,25.0
EPIMIX,PBT/PET GV0 30 NC Q1D0B001,Polybutylene Terephthalate + PET,PBT+PET,1.66,(PBT+PET)-GF30-FR-L,,225.0,9700.0,190.0,12500.0,,
Tecodur®,PB70 GR15 BK002 XA21,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF15-FR,,225.0,,,6500.0,,
VALOX™ Resin,8032U - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.58,(PBT+PET)-GF30,145.0,,8500.0,,9500.0,,15.0
VALOX™ Resin,8032UX - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.57,(PBT+PET)-GF30,140.0,,9000.0,,10500.0,,21.0
VALOX™ FR Resin,865 - Asia,Polybutylene Terephthalate + PET,PBT+PET,1.66,(PBT+PET)-GF30-FR,,,8000.0,,,,
Sindustris PBT,SG3251M,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-MD25,,,4310.0,83.4,,,
SITRACON,16E-GF15 / grau,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,90.0,,,,6000.0,,
DURANEX®,306MS,Polybutylene Terephthalate + PET,PBT+PET,1.75,(PBT+PET)-GF50,,,17000.0,240.0,,,
PRECITE®,K GF 20 natural (7364),Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,223.0,,,7200.0,,
PRECITE®,K GF 30 black (7182),Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,,,,10500.0,,
PRECITE®,K ICF 30 black (7570),Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-CF30,,,,,24000.0,,
Endur®,2100 GF15,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,220.0,5000.0,155.0,6100.0,,
4TECH®,9KL22115 H,Polybutylene Terephthalate + PET,PBT+PET,,(PBT+PET)-GF15,,255.0,,,7500.0,,
TECHNYL® PROTECT,AT 20 V25 P BK 9190,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.36,(PET+PA66)-GF25-FR,,262.0,5600.0,160.0,6200.0,,
TECHNYL® PROTECT,AT 20 V25 P NC,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.36,(PET+PA66)-GF25-FR,,262.0,5400.0,140.0,6100.0,,
Arnite®,TV4 461 KL,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF30,,,,,9900.0,,
DESOX™,DSC640G3,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,,6370.0,127.0,,,
CompaDur®,125 GF 30 black (047),Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,155.0,,,,10500.0,,
Novalloy-B,BE2703(Type K),Polybutylene Terephthalate + PET,PBT+PET,1.45,(PBT+PET)-GF20,,,6000.0,150.0,,,
LONGLITE® PBT,3030-200EX,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,,225.0,8100.0,210.0,11000.0,,20.0
Ultradur®,B 4040 G3 FR BK5830 Q605,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF15-FR,,,6080.0,139.0,,,
Ultradur®,B 4040 G4,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,223.0,7010.0,190.0,7500.0,,
SCHULADUR®,A1 GF 30 HF FR 1,Polybutylene Terephthalate + PET,PBT+PET,1.68,(PBT+PET)-GF30-FR,,,,,12000.0,,
SCHULADUR®,PCR GF 15,Polybutylene Terephthalate + PET,PBT+PET,1.41,(PBT+PET)-GF15,,,,,6300.0,,
Toraycon™,1101G-M55 BL,Polybutylene Terephthalate + PET,PBT+PET,1.7,(PBT+PET)-GF55,,,17000.0,267.0,,,
Toraycon™,EC44G-30,Polybutylene Terephthalate + PET,PBT+PET,1.65,(PBT+PET)-GF30-FR,,,10800.0,160.0,11500.0,,
VYLOPET™,EMC-405AX-14A,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-MD20,,,5000.0,105.0,,,
BESTDUR,TPHG6/02,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,,,8800.0,,
TYNEP®,P8150,Polybutylene Terephthalate + PET,PBT+PET,1.15,(PBT+PET)-GF15,,,4480.0,131.0,,,
Lupox®,LW4400,Polybutylene Terephthalate + PET,PBT+PET,1.63,(PBT+PET)-(GF+MD)40,,,110000.0,2000.0,,,12.0
Lupox®,LZ5300B,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,8830.0,196.0,,,20.0
POCAN®,KU1-7313 000000,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,,,,6100.0,,
POCAN®,T7141 000000,Polybutylene Terephthalate + PET,PBT+PET,1.7,(PBT+PET)-(GF+MD)40,,260.0,11000.0,175.0,12000.0,,
Kepex®,3750GF,Polybutylene Terephthalate + PET,PBT+PET,1.75,(PBT+PET)-GF50,,220.0,16800.0,280.0,17800.0,,
RAMSTER,PF319G50BK10,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,,,16200.0,245.0,17500.0,,
Pocan®,ECOT3240 000000 POS151,Polybutylene Terephthalate + PET,PBT+PET,1.69,(PBT+PET)-GF45,,,15500.0,260.0,16000.0,,
LOXISTER,PBT/PET  TA20  14001,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-MD20,,,4700.0,90.0,,,60.0
TAROLOX,2050 W G4,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,235.0,6200.0,160.0,7000.0,,
Hyundai EP,EL160,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,134.0,,8760.0,,,,
EPIMIX,PBT/PET GFR 15 BK Q1B501,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15-L,,215.0,5500.0,170.0,6800.0,,34.0
EPIMIX,PBT/PET GFR 20 BK Q1C001,Polybutylene Terephthalate + PET,PBT+PET,1.46,(PBT+PET)-GF20-L,,225.0,7000.0,200.0,7800.0,,29.0
ESTOPLAST EP,2050BB21,Polybutylene Terephthalate + PET,PBT+PET,1.74,(PBT+PET)-GF50,,,,230.0,,,
ESTOPLAST EP,3020NN01,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-MD20,,,,98.0,,,
Tecodur®,PB70 GR50 BK002 CA01,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,,225.0,,,19000.0,,
VALOX™ FR Resin,865 - Americas,Polybutylene Terephthalate + PET,PBT+PET,1.66,(PBT+PET)-GF30-FR,,,8000.0,,8424.260515,,
KumhoSunny PBT/PET,HEB4050M,Polybutylene Terephthalate + PET,PBT+PET,1.45,(PBT+PET)-MD,,,3600.0,70.0,,,20.0
Sindustris PBT,SG5301,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,,,7850.0,177.0,,,
DURANEX®,CN7740XB,Polybutylene Terephthalate + PET,PBT+PET,1.76,(PBT+PET)-(GF+MD)40-FR,,,14000.0,157.0,,,
Bergadur™,PB40 G30 H-UV BLACK QS 70,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF30,,235.0,,,10000.0,,
PRECITE®,K GF 15 black (7739),Polybutylene Terephthalate + PET,PBT+PET,1.44,(PBT+PET)-GF15,,223.0,,,6200.0,,
PRECITE®,K GF 15 white (7489),Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF15,,223.0,,,6200.0,,
PRECITE®,K GF 50 black (7434),Polybutylene Terephthalate + PET,PBT+PET,1.72,(PBT+PET)-GF50,,223.0,,,17000.0,,
PRECITE®,K GF 50 natural (7435),Polybutylene Terephthalate + PET,PBT+PET,1.75,(PBT+PET)-GF50,,223.0,,,20000.0,,
Endur®,2100 GF20,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,220.0,6200.0,195.0,7800.0,,
4TECH®,9KL22130,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF30,,225.0,,,9000.0,,
TECHNYL® PROTECT,AT 20 V25 BK,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.39,(PET+PA66)-GF25-FR,,260.0,6900.0,205.0,9200.0,,
CompaDur®,125 GF 30 black (046),Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,150.0,,,,10500.0,,
LONGLITE® PBT,3030-104EX,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,225.0,8500.0,200.0,10500.0,,20.0
Ultradur®,B 4040 G3 FR BK7696,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF15-FR,,,6800.0,,7000.0,,
Ertalyte®,TX PET-P,Polyethylene Terephthalate + PA 6,PET+Nylon 6,1.44,(PET+PA6),,245.0,2480.0,122.0,3300.0,,
NOVADURAN™,5308F20,Polybutylene Terephthalate + PET,PBT+PET,1.49,(PBT+PET)-X20,,,5000.0,100.0,5200.0,,
NOVADURAN™,5308FDV-K2D,Polybutylene Terephthalate + PET,PBT+PET,1.33,(PBT+PET)-X,,255.0,2950.0,100.0,3000.0,,
NOVADURAN™,5308G55,Polybutylene Terephthalate + PET,PBT+PET,1.81,(PBT+PET)-GF55,,255.0,17900.0,260.0,21100.0,,
SCHULADUR®,A1 GF 30 LW,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,,9700.0,200.0,11000.0,,
SCHULADUR®,PCR GF 15 K1947,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,,,,6700.0,,
Toraycon™,1151W-X01,Polybutylene Terephthalate + PET,PBT+PET,1.58,(PBT+PET)-(GF+GB)40,,,10000.0,183.0,10500.0,,
Toraycon™,1154W,Polybutylene Terephthalate + PET,PBT+PET,1.65,(PBT+PET)-(GF+GB)35-FR,,,9200.0,170.0,9800.0,,
Toraycon™,2164G-30 B3,Polybutylene Terephthalate + PET,PBT+PET,1.69,(PBT+PET)-GF30-FR,,,10800.0,200.0,,,
BESTDUR,TPXG6/02,Polybutylene Terephthalate + PET,PBT+PET,1.67,(PBT+PET)-GF30-FR,,,,,8500.0,,
Lupox®,SG5300H,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF30,,,8340.0,181.0,,,35.0
POCAN®,C5210 000000,Polybutylene Terephthalate + PET,PBT+PET,1.3,(PBT+PET)-I-MD15,47.63787223382037,250.0,3800.0,85.0,3500.0,,
POCAN®,DP4035 000000,Polybutylene Terephthalate + PET,PBT+PET,1.62,(PBT+PET)-GF30-FR,,,9200.0,170.0,9000.0,,
POCAN®,ECOT7142 901510,Polybutylene Terephthalate + PET,PBT+PET,1.68,(PBT+PET)-(GF+MD)40,,260.0,12000.0,180.0,12000.0,,
Kepex®,3725M7,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-MD25,,220.0,5950.0,95.0,5300.0,,
RAMSTER,PF310G6BK20509,Polybutylene Terephthalate + PET,PBT+PET,1.52,(PBT+PET)-GF30,,,,,9800.0,,12.0
RAMSTER,PF310G9BK11,Polybutylene Terephthalate + PET,PBT+PET,1.67,(PBT+PET)-GF45,,,12300.0,223.0,14800.0,,
LOXISTER,PBT/PET  GF30  NC1402  14008,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,,,10000.0,200.0,,,
TAROLOX,2050 W G6,Polybutylene Terephthalate + PET,PBT+PET,1.52,(PBT+PET)-GF30,,235.0,8200.0,180.0,9500.0,,
Sunny®,PBT-PET EN130,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,9500.0,200.0,,,
EPIMIX+,PBT/R-PET GFR 30 BK Q1D001,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30-L,,255.0,9000.0,220.0,13000.0,,
EPIMIX,PBT/PET GFR 50 BK Q1F001,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50-L,,225.0,15500.0,230.0,18000.0,,21.0
EPIMIX,PBT/PET GFU 50 UVM BK Q1F001,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50-L,,225.0,15500.0,205.0,17200.0,,
Tecodur®,PB70 GR45 NL100 HS01,Polybutylene Terephthalate + PET,PBT+PET,1.68,(PBT+PET)-GF45,,225.0,,,16000.0,,
VALOX™ Resin,815 - Americas,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET),,,4480.0,,4955.818881,,
VALOX™ Resin,T2N815UX - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,,4700.0,,5800.0,,
VALOX™ FR Resin,ENH8560 - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.58,(PBT+PET)-GF30-FR,105.0,,10000.0,,12000.0,,11.0
KumhoSunny PBT/PET,HEB4051M,Polybutylene Terephthalate + PET,PBT+PET,1.5,(PBT+PET)-MD,,,4000.0,75.0,,,15.0
Sindustris PBT,SG3181S,Polybutylene Terephthalate + PET,PBT+PET,1.45,(PBT+PET)-MD20,,,3630.0,90.2,,,
Sindustris PBT,SG3251A,Polybutylene Terephthalate + PET,PBT+PET,1.52,(PBT+PET)-MD25,,,4310.0,85.3,,,
Sindustris PBT,SG5201,Polybutylene Terephthalate + PET,PBT+PET,1.45,(PBT+PET)-MD20,,,5880.0,162.0,,,
DURANEX®,3106,Polybutylene Terephthalate + PET,PBT+PET,1.42,(PBT+PET)-GF15,,,5660.0,158.0,,,
DURANEX®,3306,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,,,9100.0,210.0,,,
DURANEX®,756HA,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-(GF+MD)20-FR,,,5350.0,133.0,,,
DURANEX®,CN5315N/B,Polybutylene Terephthalate + PET,PBT+PET,1.5,(PBT+PET)-GF15-FR,,,6900.0,166.0,,,
DURANEX®,CN5330N/B,Polybutylene Terephthalate + PET,PBT+PET,1.65,(PBT+PET)-GF30-FR,,,9940.0,212.0,,,
Bergadur™,PB40 G45 H-UV BLACK T QS 70,Polybutylene Terephthalate + PET,PBT+PET,1.69,(PBT+PET)-GF45,,230.0,,,15000.0,,
Endur®,2100 GF30,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,220.0,9000.0,220.0,10500.0,,
TECHNYL® PROTECT,AT 20 V25 P BK 9190,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.36,(PET+PA66)-GF25-FR,,262.0,7500.0,210.0,8500.0,,
Arnite®,BM4 240,Polybutylene Terephthalate + PET,PBT+PET,1.48,(PBT+PET)-MD20,,225.0,,,4500.0,,
DESOX™,DSC640M5,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-MD25,,,5100.0,93.2,,,
CompaDur®,125 GF 20 natural (015),Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,,,,7800.0,,
Ultradur®,B 4040 G10,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,,223.0,17700.0,270.0,18000.0,,
Ultradur®,B 4040 G6 High Speed,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,223.0,,,10500.0,,
Ultradur®,B 4406 G6 Q113,Polybutylene Terephthalate + PET,PBT+PET,1.68,(PBT+PET)-GF30-FR,,223.0,,205.0,11500.0,,
NOVADURAN™,5308FDV,Polybutylene Terephthalate + PET,PBT+PET,1.33,(PBT+PET)-X,,255.0,3000.0,100.0,3000.0,,
NOVADURAN™,5320F20,Polybutylene Terephthalate + PET,PBT+PET,1.46,(PBT+PET)-X20,,,5000.0,100.0,5200.0,,
SCHULADUR®,PCR GF 30,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,,,11000.0,,
SCHULADUR®,PCR GF 45,Polybutylene Terephthalate + PET,PBT+PET,1.68,(PBT+PET)-GF45,,,16000.0,250.0,15500.0,,
Toraycon™,1101G X50,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,9700.0,220.0,10500.0,,
VYLOPET™,EMC-617Y,Polybutylene Terephthalate + PET,PBT+PET,1.72,(PBT+PET)-FR,,,9400.0,129.0,,,
Lupox®,SG5200,Polybutylene Terephthalate + PET,PBT+PET,1.45,(PBT+PET)-GF20,98.1,,5690.0,157.0,,,29.0
Lupox®,SG5300,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF30,,,8830.0,186.0,8280.0,,27.0
POCAN®,DPT7140LDS 000000,Polybutylene Terephthalate + PET,PBT+PET,1.74,(PBT+PET)-(GF+MD)45,,255.0,12800.0,170.0,12700.0,,
POCAN®,ECOT3215 000000,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,100.92209732532605,,5800.0,170.0,6000.0,,
Kepex®,1545GF,Polybutylene Terephthalate + PET,PBT+PET,1.52,(PBT+PET)-GF45-FR,,220.0,13500.0,310.0,12300.0,,
Kepex®,3715GF,Polybutylene Terephthalate + PET,PBT+PET,1.41,(PBT+PET)-GF15,,220.0,5550.0,160.0,5800.0,,
Kepex®,3730GM5,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-(GF+MD)30,,220.0,9400.0,200.0,10600.0,,
RAMSTER,PF310G6NT,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-GF30,,,,,10500.0,,
TechnoDur,PBT/PET GF 30 2 black (87573),Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,120.0,,,,10000.0,,
Sunny®,PBT-PET EN230,Polybutylene Terephthalate + PET,PBT+PET,1.64,(PBT+PET)-GF30-FR,,,8720.0,190.0,,,
EPIMIX,PBT/PET GFR 15 NC Q1B501,Polybutylene Terephthalate + PET,PBT+PET,1.41,(PBT+PET)-GF15-L,,225.0,5000.0,170.0,5500.0,,35.0
Tecodur®,PB70 GR15 NL100 KA01,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,225.0,,,6000.0,,
Tecodur®,PB70 GR20 BK002 TD21,Polybutylene Terephthalate + PET,PBT+PET,1.52,(PBT+PET)-I-GF20-FR,,225.0,,,7500.0,,
Tecodur®,PB70 GR30 NL100 HT01,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,225.0,,,10000.0,,
Tecodur®,PB70 GR50 BK009 MX01,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,,225.0,,,17000.0,,
VALOX™ Resin,EH7020HF - Americas,Polybutylene Terephthalate + PET,PBT+PET,1.49,(PBT+PET)-MD,45.0,,4710.0,,4800.0,,64.0
VALOX™ Resin,EH7020HF - Asia,Polybutylene Terephthalate + PET,PBT+PET,1.49,(PBT+PET)-MD,56.0,,4710.0,,4800.0,,64.0
VALOX™ Resin,T2N815 - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET),100.0,,5200.0,,6200.0,,20.0
VALOX™ Resin,T3N8032UX - Europe,Polybutylene Terephthalate + PET,PBT+PET,1.57,(PBT+PET)-GF30,140.0,,9000.0,,10500.0,,21.0
Sindustris PBT,SG3251,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-MD25,,,5100.0,93.2,,,
Sindustris PBT,SG-5153,Polybutylene Terephthalate + PET,PBT+PET,1.4,(PBT+PET)-MD15,,,4120.0,127.0,,,
Sindustris PBT,SG5501,Polybutylene Terephthalate + PET,PBT+PET,1.72,(PBT+PET)-GF50,,,13700.0,235.0,,,
DURANEX®,SF755,Polybutylene Terephthalate + PET,PBT+PET,1.79,(PBT+PET)-GF55,,,18200.0,265.0,,,
Bergadur™,PB40 G50 black,Polybutylene Terephthalate + PET,PBT+PET,1.7,(PBT+PET)-GF50,,,,,15000.0,,
PRECITE®,K GF 20 black (8174),Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,223.0,,,7500.0,,
PRECITE®,K GF 30 black (7436),Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,,,,10800.0,,
PRECITE®,K GF 30 natural (7437),Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,,,,10800.0,,
4TECH®,9KL32130,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,225.0,,,10000.0,,40.0
TECHNYL® PROTECT,AT 20 V25 NC,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.39,(PET+PA66)-GF25-FR,,260.0,7700.0,215.0,10000.0,,
TECHNYL® PROTECT,AT 20 V25 P NC,Polyethylene Terephthalate + PA 66,PET+Nylon 66,1.36,(PET+PA66)-GF25-FR,,262.0,7000.0,190.0,8000.0,,
Arnite®,TM4 440,Polybutylene Terephthalate + PET,PBT+PET,1.48,(PBT+PET)-MD20,,225.0,,,5100.0,,
CompaDur®,125 GF 15 black (042),Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,115.0,,,,6100.0,,
CompaDur®,125 GF 15 black (043),Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,145.0,,,,6100.0,,
CompaDur®,125 GF 15 natural (014),Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,,,,6100.0,,
CompaDur®,125 GF 20 black (044),Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,125.0,,,,7500.0,,
Ultradur®,B 4040 G6,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,223.0,,,10500.0,,
Badadur®,PBT/PET 28 GF30,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,,210.0,10000.0,,
