Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Orevac®,IM300,"Polyethylene, Low Density",LDPE,PE-LD-I,,112.0,20.0,,,,1.2
Orevac®,OE825,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,118.0,,,,,3.0
Avient,LL 170 White,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
Avient,LL 340 Black,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
PRIMATOP®,LDPE 260919,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,238.0,,,,26.0
PRIMATOP®,TGS LDPE 020923,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.1
Eleme,BFY01419,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.4
Eleme,BRG04235,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.8,,,,,,4.2
Eleme,NGL020FS,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Eleme,NGL070LG,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,375.0,,,,7.0
Eleme,NGL300IG,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,325.0,,,,30.0
Comai,720-1 A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
Comai,721-2 NT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
Comai,735-1 AB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD50,,,,,,,
Comai,750-2 NT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD,,,,,,,
OKITEN®,222 A,"Polyethylene, Low Density",LDPE,PE-LD,10.5,,,,,,0.3
Daelim Po1y®,LA-25,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,19.6,,686.0,,,,2.0
Daelim Po1y®,LD-41,"Polyethylene, Low Density",LDPE,PE-LD,9.32,,127.0,,,,40.0
Daelim Po1y®,LL-24W,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
Daelim Po1y®,LL-32HF,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.75
Daelim Po1y®,LL-34,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.1
Delta,LLDPE 2020,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,8.27,,276.0,,,,20.0
GETILAN,MAC/900,"Polyethylene, Low Density",LDPE,PE-LD,15.0,,,,,,0.3
Flexus,3600,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,4.5
Braskem PE,BC-818,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,200.0,,,,8.3
Braskem PE,BF323HC,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,,,0.32
Braskem PE,DL085C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.4
Braskem PE,DL085D,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
Braskem PE,EB-853,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.7
Braskem PE,FM31D,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Braskem PE,HF0131XP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-L,,,,,,,11.0
Braskem PE,HF2007,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.73
Braskem PE,HF2208S3,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.75
Braskem PE,LD4003,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Braskem PE,LD7000A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.34
Braskem PE,LF0720/20AF,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
Braskem PE,LHB118/21AF,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Braskem PE,LL2402N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.0,,410.0,,,,38.0
Braskem PE,M2520,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,332.0,,,,25.0
Braskem PE,PB608,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,200.0,,,,30.0
Braskem PE,PROXESS1509XP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
Braskem PE,RPL 0C1 WE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.5
Braskem PE,RPL 4C2 BL,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.5
Braskem PE,S1025,"Polyethylene, Low Density",LDPE,PE-LD,12.0,,,,200.0,,1.0
Braskem PE,S1522,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,45.0,,1.5
Braskem PE,SBF0323HC,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.32
Braskem PE,SLH118/21,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Braskem PE,SPB608,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,150.0,,,,30.0
Braskem PE,STN7006,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.6
Braskem PE,TN7006,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.6
Braskem PE,TS7006,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.6
Braskem PP,WCL L004 SCT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.4
Braskem PE,DL085D,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
Braskem PE,RPL 0C1 BE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.5
Braskem PE,SBC818,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.3
Braskem PE,SBC818R50,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.3
Braskem PE,SLL118/21,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Braskem PE,SLL218/21,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Braskem PE,SLL318,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.7
Braskem PE,SLL5405S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Braskem PE,SPB681/59,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.8
Braskem PP,WCL L004 SCB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.4
Braskem PE,LDF0025,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
Braskem PE,RPL 0C1 WE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.5
Braskem PE,S1025,"Polyethylene, Low Density",LDPE,PE-LD,12.0,,200.0,,,,1.0
Braskem PE,SBC818R50,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.3
Braskem PE,SBF0323/12HC,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.32
Braskem PE,SLH118,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Braskem PE,SPB681/59,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.8
Braskem PE,STN7006,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.6
Ipethene®,113,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,0.7
Ipethene®,320,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,2.0
Ipethene®,600,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,6.5
Ipethene®,830,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,20.0
CERTENE™,LLI-10030,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,7.58,,,,,,100.0
Marlex®,1009,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,200.0,,,,16.0
Marlex®,1122B,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,270.0,,,,2.1
Marlex®,4538A,"Polyethylene, Low Density",LDPE,PE-LD,17.0,,340.0,,,,2.0
Marlex®,5104,"Polyethylene, Low Density",LDPE,PE-LD,16.0,,340.0,,,,1.3
Marlex®,7109FJ,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
AT®,415,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,15.0
AT®,505,"Polyethylene, Low Density",LDPE,PE-LD,,,270.0,,,,0.3
AT®,525,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
Stamylex™,09-258,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,115.0,,,,,24.0
Borstar®,LE8706,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,400.0,,,,0.85
Borstar®,LE8707,"Polyethylene, Low Density",LDPE,PE-LD,,,400.0,,,,0.85
Borealis PE,CC7209,"Polyethylene, Low Density",LDPE,PE-LD-X30,,,,,,,5.2
Borealis PE,FA5223,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,1.2
Borealis PE,FA5224,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,1.2
Borealis PE,FA6220,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.1
Borealis PE,FA6224,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.1
Borealis PE,FG5199,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,121.0,,,,,1.2
Borealis PE,FT6230,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Borealis PE,LE1120,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,5.0
Braskem PE,LDF0025,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
Braskem PE,LDF6522,"Polyethylene, Low Density",LDPE,PE-LD,11.2,,210.0,,,,6.5
Braskem PE,LDI7022,"Polyethylene, Low Density",LDPE,PE-LD,,,1220.0,,,,7.0
Braskem PE,RPL 5A1 NL,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.6
Bapolene®,107B,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
Bapolene®,152B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
Bapolene®,200B,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Bapolene®,270F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.3
TITANLENE®,LDF 200GG,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
TITANLENE®,LDF 250YZ,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
TITANLENE®,LDF 265YZ,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.33
ROPOTEN® T,FV-03-223-2,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.2
ROPOTEN® T,FV-15-204,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.1
ROPOTEN®,FV-2-109-3,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.7
MTEGRITY™ LLDPE,LL104AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MTEGRITY™ LLDPE,LL106AM,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
MTEGRITY™ LLDPE,LL107AH,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.75
MTEGRITY™ LLDPE,LL204AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
MTEGRITY™ LLDPE,LL204MM,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
MTEGRITY™ LLDPE,LR230U / UG,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,19.3,,,,,,3.5
MTEGRITY™ LLDPE,LR250U / UG,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.2,,,,,,5.0
MTEGRITY™ LDPE,LD120AA,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
MTEGRITY™ LDPE,LD120AM,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
MTEGRITY™ LDPE,LD220AM,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
MTEGRITY™ LDPE,LD300,"Polyethylene, Low Density",LDPE,PE-LD,9.65,,165.0,,,,7.0
MARPOL®,LDC 780,"Polyethylene, Low Density",LDPE,PE-LD,,302.0,,,138.0,,8.0
MARPOL®,LDF 701-SB,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.7
MARPOL®,LDF 710,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.1
MARPOL®,LDF 720-CSB,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.8
MARPOL®,LDF 720-SB,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
MARPOL®,LDM 726,"Polyethylene, Low Density",LDPE,PE-LD,13.8,,234.0,,,,26.0
MARPOL®,LDM 790,"Polyethylene, Low Density",LDPE,PE-LD,13.8,,234.0,,,,9.5
MARPOL®,LL4F 801-B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MARPOL®,LL4F 801-SB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MARPOL®,LL4M 885,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,85.0
MARPOL®,LL6R 802,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,22.8,127.0,1030.0,,,,2.0
MARPOL®,LL8F 801,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MARPOL®,LL8F 801-SB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Purell,PE 2420 F,"Polyethylene, Low Density",LDPE,PE-LD,11.0,170.0,,,260.0,,0.75
Purell,PE 3020 H,"Polyethylene, Low Density",LDPE,PE-LD,13.0,,,,300.0,,2.0
Plexar®,PX1775,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,7.0
Plexar®,PX3747,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Petrothene®,GA501021,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA501025,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA501040,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA501150X01,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA501154,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Petrothene®,GA502,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Petrothene®,GA502119X01,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Petrothene®,GA503,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.5
Petrothene®,GA503027,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.5
Petrothene®,GA568200,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.0,,460.0,,,,33.0
Petrothene®,GA574189,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,480.0,,,,50.0
Petrothene®,GA584189,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,550.0,,,,105.0
Petrothene®,GA625962,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.6,,724.0,,,,5.0
Petrothene®,GA808093,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.7,,345.0,,,,0.7
Petrothene®,L2560S,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.6
Petrothene®,M2512U,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.2
Petrothene®,M2520T,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Petrothene®,NA202000,"Polyethylene, Low Density",LDPE,PE-LD,8.62,,170.0,,,,22.0
Petrothene®,NA219000,"Polyethylene, Low Density",LDPE,PE-LD,12.9,,215.0,,,,10.0
Petrothene®,NA283245,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.0
Petrothene®,NA305212X01,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
Petrothene®,NA321013,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Petrothene®,NA321210,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Petrothene®,NA340141,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,1.0
Petrothene®,NA373244,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.0
Petrothene®,NA442051,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,1.5
Petrothene®,NA490177,"Polyethylene, Low Density + EVA",LDPE+EVA,(PE-LD+EVA),,,,,,,0.3
Petrothene®,NA940000 (Film Extrusion),"Polyethylene, Low Density",LDPE,PE-LD,,,234.0,,,,0.25
Petrothene®,NA942000,"Polyethylene, Low Density",LDPE,PE-LD,9.65,,,,,,0.18
Petrothene®,NA951080,"Polyethylene, Low Density",LDPE,PE-LD,10.3,,,,,,2.2
Petrothene®,NA952000,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Network Polymers LLDPE,11 0218,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Microthene® F,FN50100,"Polyethylene, Low Density",LDPE,PE-LD,,,220.0,,,,22.0
Microthene® F,FN51000,"Polyethylene, Low Density",LDPE,PE-LD,,,276.0,,,,5.3
Microthene® F,FN51900,"Polyethylene, Low Density",LDPE,PE-LD,,,276.0,,,,5.3
Microthene®,MP625962,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.6,,724.0,,,,5.0
Lupolen,1800P,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,,,200.0,,15.0
Lupolen,1800U,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,,,180.0,,65.0
Lupolen,2420 F,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,0.75
Lupolen,2420 K,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,4.0
Lupolen,2427 H,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,260.0,,1.9
Lupolen,3026H,"Polyethylene, Low Density",LDPE,PE-LD,13.0,,,,300.0,,2.0
Lupolen,3426J,"Polyethylene, Low Density",LDPE,PE-LD,16.0,,,,480.0,,3.0
ICORENE®,3545,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.0,126.0,550.0,,,,4.5
ICORENE®,3575,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,127.0,650.0,,,,7.0
ICORENE®,N2102,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,,,7.5
ICORENE®,N2103,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,6.5
ICORENE®,N2110,"Polyethylene, Low Density",LDPE,PE-LD,,,,,170.0,,7.5
ICORENE®,N2170,"Polyethylene, Low Density",LDPE,PE-LD,,,150.0,,,,70.0
ICORENE®,N2302,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,,,,,50.0
Yparex®,87102 ES,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,127.0,,,,,1.6
Yparex®,9207,"Polyethylene, Low Density",LDPE,PE-LD,,105.0,,,,,7.4
Yparex®,9601,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,125.0,,,,,1.3
Polifil® PE,RP-LDPE,"Polyethylene, Low Density",LDPE,PE-LD,,,207.0,9.65,165.0,,1.0
COSMOTHENE®,F410-3,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,5.0
COSMOTHENE®,L420,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,3.5
COSMOLEX®,FS153S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,123.0,,,,,1.0
COSMOLEX®,FS253S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,2.0
REDI-LINK™,DFDA-5430 NT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
DOW™ Wire & Cable,DFDK-6050 NT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,323.0,,,,0.9
DOW™ Ultra-Pure Polyethylene,20-6064A HEALTH+™,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.9
DOW™ Purge Resin,LDPE 6611,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.4
DOW™ LLDPE,1613,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
DOW™ LLDPE,1630T,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.8
DOW™ LLDPE,6500R,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,392.0,,,,47.0
DOW™ LLDPE,DFDA-7047 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOW™ LLDPE,DFDC-7087 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOW™ LLDPE,DNDA-1081 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,,524.0,,,,128.0
DOW™ LLDPE,DNDA-7144 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.7,,386.0,,,,20.0
DOW™ LLDPE,DNDA-8320 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.7,,386.0,,,,20.0
DOW™ LLDPE,DNDB-1077 NT 7,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,,524.0,,,,100.0
DOW™ LDPE,133A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
DOW™ LDPE,208M,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.7
DOW™ LDPE,305E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
DOW™ LDPE,310E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
DOW™ LDPE,410E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
DOW™ LDPE,5004I,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.2
DOW™ LDPE,525E REN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.2
DOW™ LDPE,545E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.9
DOW™ LDPE,555E,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
DOW™ LDPE,601C,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.16
DOW™ LDPE,692 LDPE HEALTH+™,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
DOW™ LDPE,740E R,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,280.0,,,,7.5
DOW™ LDPE,750E,"Polyethylene, Low Density",LDPE,PE-LD,6.45,,195.0,,,,15.0
DOW™ LDPE,751A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,6.4
DOW™ LDPE,PG 7004 (Injection Molding),"Polyethylene, Low Density",LDPE,PE-LD,12.0,,230.0,,,,4.1
DOW™ LDPE,PG 7004 R (Extrusion Coating),"Polyethylene, Low Density",LDPE,PE-LD,12.0,110.0,,,204.0,,4.1
DOW™ LDPE,PG 7008 (Durables),"Polyethylene, Low Density",LDPE,PE-LD,9.0,,200.0,,,,7.7
DOW™ LDPE,PT 7007 REN,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,,,,,7.5
DOW™ Butene,1220P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
DOWLEX™,2035,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,6.0
DOWLEX™,2045.01 G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,1.0
DOWLEX™,2045G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2045LC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2045P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2070G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2085G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.85
DOWLEX™,2098P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,2377,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.3,,660.0,,645.0,,0.54
DOWLEX™,2606 GC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,117.0,,,,,4.0
DOWLEX™,2607GC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.3
DOWLEX™,2629UE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.5,124.0,645.0,,,,4.0
DOWLEX™,2636G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
DOWLEX™,2645,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,118.0,,,,,0.85
DOWLEX™,2645.11G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
DOWLEX™,2688G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.5
DOWLEX™,4056.01G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
DOWLEX™,4056G R,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
DOWLEX™,5075G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.3
DOWLEX™,GM 6047B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,6.0
DOWLEX™,GM 8051,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
DOWLEX™,GM 8480.21,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
DOWLEX™,GM AX01,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,
DOWLEX™,IP 20,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,528.0,,,,20.0
DOWLEX™,NG 2045B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
DOWLEX™,NG 2432.10 UE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,19.0,128.0,730.0,,,,3.8
DOWLEX™,TG 2085B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
Dow ENDURANCE™,HFDK-4202 EC,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.1
CEFOR™,1050B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
CEFOR™,1210P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
CEFOR™,1221P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
BYNEL™,41E1353B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
BYNEL™,41E3351B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
BYNEL™,41E710,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.7
BYNEL™,4206,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.5
AXELERON™,CX 1258 NT CPD,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,6.0
AXELERON™,GP A-0037 BK CPD,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
ASPUN™,6840A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,35.0
ASPUN™,6850,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,30.0
