Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
TEKNILID,HS123,"Film, Al Foil/LDPE","Film, Al Foil/LDPE",,,,,,,,
Sinpolene,CFN3088,"Polyethylene, Low Density + LLDPE",LDPE+LLDPE,PE-LLD-MD70,,,,,,,5.0
Sinpolene,MBB0081,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,20.0
Sinpolene,MBB0091,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,20.0
Sinpolene,MBB1512,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,10.0
Sinpolene,MBB2751,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,20.0
Sinpolene,MBB5511,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,15.0
Sinpolene,MBN7541,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
Sinpolene,MBW001,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD30,,,,,,,5.0
Sinpolene,MBW001LE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD30,,,,,,,5.0
Sinpolene,MBW014LE,"Polyethylene, Low Density",LDPE,PE-LD-MD40,,,,,,,25.0
Sinpolene,MBW0661,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD60,,,,,,,30.0
Sinpolene,MBW1391,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD60,,,,,,,30.0
Sinpolene,MBW1781,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD60,,,,,,,30.0
Sumitomo PE,FS150A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,1.1
HiFill®,LDPE 0098 S LE,"Polyethylene, Low Density",LDPE,PE-LD-X,10.3,,276.0,15.2,,,8.0
SUMIKATHENE® L,GA401,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,123.0,,,,,3.0
SUMIKATHENE® Hi-Alpha,CW8003,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,119.0,,,,,9.0
SUMIKATHENE®,CE4506,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,7.0
SUMIKATHENE®,F200,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.0
SUMIKATHENE®,F213-P,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,1.5
SUMIKATHENE®,F238-1,"Polyethylene, Low Density",LDPE,PE-LD,,116.0,,,,,2.0
SUMIKATHENE®,F412-1,"Polyethylene, Low Density",LDPE,PE-LD,,108.0,,,,,5.0
SUMIKATHENE®,G202,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,1.5
SUMIKATHENE®,G807,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,75.0
SUMIKATHENE®,L705,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,7.0
EXCELLEN® FX,FX201,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,94.0,,,,,2.0
EXCELLEN® FX,FX452 (CX4501),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,64.0,,,,,8.0
Hanwha TotalEnergies PE,4141C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.4
PolyCal™,EC,"Polyethylene, Low Density",LDPE,PE-LD-MD75,,,,,,,1.0
PolyCal™,LC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD80,,,,,,,1.5
HM10®,LC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD80,,,,,,,2.0
HM10®,MSR,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD80,,,,,,,1.0
Polyglue®,GE460S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.8
Polyglue®,LE851P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
HIPTEN®,15080,"Polyethylene, Low Density",LDPE,PE-LD,7.0,,,,,,8.0
HIPTEN®,22006,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,,,0.6
STAR,LDPE 50928,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.5
STAR,LDPE A2920,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
STAR,LLDPE 12924,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.4,,455.0,,,,12.0
STAR,LLDPE 1918.SA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
STAR,LLDPE B1918,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
SILVER®,PE 1011.RDH,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
HANWHA LLDPE,3120,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
HANWHA LLDPE,3121UV,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.1
HANWHA LLDPE,3324,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.1
HANWHA LDPE,5325,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
HANWHA LDPE,5602,"Polyethylene, Low Density",LDPE,PE-LD,9.81,,,,,,0.8
HANWHA LDPE,LD  830,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
HANWHA,8600L,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
HANWHA,CLBA-8923BK,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,
HANWHA,CLNA-8141EHV,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,
Halene L,71602W,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
Halene L,73005TU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,450.0,,,,5.0
HYPEL®,PELD2/.920,"Polyethylene, Low Density",LDPE,PE-LD,13.6,,,,,,2.2
ADVANCENE™,EE-1802-AAB,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Verity™,LDPE0720,"Polyethylene, Low Density",LDPE,PE-LD,8.27,,234.0,,,,8.0
TAISOX®,3210,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.81,122.0,,,,,1.0
TAISOX®,3224,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.8,122.0,,,,,2.0
TAISOX®,3450,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.3,123.0,,,,,8.0
TAISOX®,3840U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.7,125.0,,,,,5.0
SureSpec,LD20-002,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
SureSpec,LD20-020,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
SureSpec,LD20-040,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
SureSpec,LD20-080,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.0
SureSpec,LLC4-010,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
SureSpec,LLC6-010,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
SureSpec,LLC8-010,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Formolene®,FL2202A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Formolene®,FL2202C,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Formolene®,FR2375C,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
Formolene®,FR2375D,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
Formolene®,FR2955,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,55.0
Formolene®,L42009E2,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
Formolene®,L62022B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Formolene FORMAX®,L91930B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
G-Lene,E36A060,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,6.0
ExxonMobil™ LLDPE,LL 1001BT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ExxonMobil™ LLDPE,LL 1001BU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ExxonMobil™ LLDPE,LL 1002 Series Blown,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ExxonMobil™ LLDPE,LL 1002xBU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ExxonMobil™ LLDPE,LL 3001.63,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ExxonMobil™ LLDPE,LL 6100.17,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.4,,477.0,,,,20.0
ExxonMobil™ LLDPE,LL 6101 Series Wire & Cable,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,20.0
ExxonMobil™ LDPE,LD 143.DJ,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.1
ExxonMobil™ LDPE,LD 144BR,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.1
ExxonMobil™ LDPE,LD 241.48,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
ExxonMobil™ LDPE,LD 252,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.8
ExxonMobil™ LDPE,LD 313.NF,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.5
ExxonMobil™ LDPE,LD 317.PM,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
ExxonMobil™ LDPE,LD 506.07,"Polyethylene, Low Density",LDPE,PE-LD,13.3,,244.0,,,,33.0
ExxonMobil™ LDPE,LD 605BA,"Polyethylene, Low Density",LDPE,PE-LD,,,,,162.0,,6.5
ExxonMobil™ LDPE,LD 617.LN,"Polyethylene, Low Density",LDPE,PE-LD,11.9,,234.0,,,,26.0
SAPYLENE,MC75LTD,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,130.0,,,,,1.0
Sasol Polymers PE,HF2508GX,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
Sasol Polymers PE,HF2910T,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Sasol Polymers PE,HM2420,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,440.0,,,,20.0
Sasol Polymers PE,HR3950,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,,680.0,,,,5.0
Sasol Polymers PE,HR3950U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,,680.0,,,,5.0
Sasol Polymers PE,LF2207 (Film Extrusion),"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
Sasol Polymers PE,LF2207F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
Sasol Polymers PE,LF2207MX,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
Sasol Polymers PE,LF2220X,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Sasol Polymers PE,LM1920,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,250.0,,,,20.0
SCG LLDPE,M3204RU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,125.0,570.0,,,,4.0
SCG LLDPE,M3504DXP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,125.0,550.0,,,,4.0
SCG LDPE,D477C,"Polyethylene, Low Density",LDPE,PE-LD,,112.0,,,,,4.0
SCG LDPE,D777C,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,7.0
SUPEER™,7158A - Americas,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,120.0,,,,,1.5
SABIC® LLDPE,118NE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,121.0,,,,,1.0
SABIC® LLDPE,218NJA - Americas,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,121.0,,,,,2.0
SABIC® LLDPE,218WJ,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
SABIC® LLDPE,220NT - Asia,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.4
SABIC® LLDPE,323NT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.0,,,,,,3.5
SABIC® LLDPE,6318BJ,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.8
SABIC® LLDPE,926NT - Asia,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.85
SABIC® LLDPE,C2820T,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.8
SABIC® LLDPE,M300024,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.2,,,,360.0,,30.0
SABIC® LLDPE,M50022T - Asia,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,8.0,,,,,,5.0
SABIC® LLDPE,PCG61,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,124.0,,,,,0.9
SABIC® LLDPE,R50035EE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,16.0,,420.0,13.0,,,5.0
SABIC® LDPE,1922N0,"Polyethylene, Low Density",LDPE,PE-LD,8.0,107.0,,,175.0,,22.0
SABIC® LDPE,2005EC,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,5.0
SABIC® LDPE,2100N0,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.33
SABIC® LDPE,2102X0,"Polyethylene, Low Density",LDPE,PE-LD,9.0,108.0,,,175.0,,1.9
SABIC® LDPE,2200H0,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.33
SABIC® LDPE,2402CX0,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
SABIC® LDPE,2402H0,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
SABIC® LDPE,2600H0,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.33
SABIC® LDPE,2601X1,"Polyethylene, Low Density",LDPE,PE-LD,,113.0,,,340.0,,0.65
SABIC® LDPE,2602X1,"Polyethylene, Low Density",LDPE,PE-LD,,113.0,,,340.0,,1.5
SABIC® LDPE,HP0724NN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
SABIC® LDPE,HP20023,"Polyethylene, Low Density",LDPE,PE-LD,8.0,112.0,175.0,7.0,225.0,,20.0
SABIC® LDPE,HP2024JDF,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.0
SABIC® LDPE,HP2025NN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
SABIC® LDPE,HP2027NN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
SABIC® LDPE,HP4023WN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
SABIC® LDPE,PCG02,"Polyethylene, Low Density",LDPE,PE-LD,,108.0,,,,,1.9
SABIC® LDPE,PCG22,"Polyethylene, Low Density",LDPE,PE-LD,8.0,105.0,,,175.0,,22.0
SABIC® LDPE,PCG80,"Polyethylene, Low Density",LDPE,PE-LD,,108.0,,,,,0.33
Arak LLDPE,BD2450AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.0,,390.0,,,,25.0
Arak LLDPE,LL0220CA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
TABOCAB®,SXI 003,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.2
TABOCAB®,SXI 007,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.9
Yanshan PE,1130A,"Polyethylene, Low Density",LDPE,PE-LD,7.0,,,,,,30.0
Yanshan PE,1C5A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,5.0
Yanshan PE,1C7A-1,"Polyethylene, Low Density",LDPE,PE-LD,8.8,,,,,,7.5
Yanshan PE,2F0.4A-1,"Polyethylene, Low Density",LDPE,PE-LD,18.0,,,,,,0.4
Yanshan PE,LD151,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,,,3.0
Yanshan PE,LD361,"Polyethylene, Low Density",LDPE,PE-LD,14.0,,,,,,0.5
Yanshan PE,LD362,"Polyethylene, Low Density",LDPE,PE-LD,11.5,,,,,,2.0
Yanshan PE,LD615,"Polyethylene, Low Density",LDPE,PE-LD,7.0,,,,,,15.0
Sanren,N110 (1st-grade),"Polyethylene, Low Density",LDPE,PE-LD,12.5,,,,,,0.7
Sanren,N150 (1st-grade),"Polyethylene, Low Density",LDPE,PE-LD,12.5,,,,,,1.1
Sanren,Q200 (1st-grade),"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,,,1.6
Sanren,Q280 (Premium-grade),"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,,,2.4
Sanren,Q281 (Premium-grade),"Polyethylene, Low Density",LDPE,PE-LD,11.0,,,,,,2.4
Sanren,Q310 (1st-grade),"Polyethylene, Low Density",LDPE,PE-LD,9.6,,,,,,2.7
Sanren,Q310 (Premium-grade),"Polyethylene, Low Density",LDPE,PE-LD,9.6,,,,,,2.7
BRALEN®,FB 08-12,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
BRALEN®,FB 08-50,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
BRALEN®,FB 4-52,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
YUCLAIR™,FN400,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
YUCLAIR™,FN410,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.8
YUCLAIR™,FN810,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
YUCLAIR™,FT411,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
QAMAR,CD18N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,122.0,200.0,,,,2.8
QAMAR,FC18N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,122.0,200.0,,,,1.0
QAMAR,FC21HN,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,122.0,200.0,,,,1.0
PRIMALENE,WPP503P,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.2
PRIMALENE,WPP522,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.1
PRIMALENE,WPP532,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,234.0,,,,9.5
PRIMALENE,WPP593B,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
PRIMALENE,WPP653G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.5,,430.0,,,,20.0
PRIMALENE,WPP673-01,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.4,,270.0,,,,50.0
PRIMALENE,WPP692,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ETILINAS,LL0220AA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ETILINAS,LL0220SA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Prixene®,EL010E20S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
BONDYRAM®,TL4112,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,117.0,,,,,3.0
PrimaFlex®,LD 19009,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,236.0,,,,7.0
PrimaFlex®,LH 19001,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
PrimaFlex®,LL 24050,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.3,,345.0,,,,50.0
VENELENE®,11S1,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
VENELENE®,2213,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.0,,220.0,8.0,,,42.0
VENELENE®,FA-0240,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.9
VENELENE®,FB-3030,"Polyethylene, Low Density + LLDPE",LDPE+LLDPE,PE-LLD,,,,,,,0.37
POLYCOMPO PE,20100J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,,160.0,,,,8.5
POLYCOMPO PE,25100J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.7,,240.0,,,,10.0
POLYCOMPO PE,3021F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,320.0,,,,2.2
POLYCOMPO PE,3520L,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.0,,420.0,,,,2.1
POLYCOMPO PE,3550R,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.0,,410.0,,,,4.6
POLYCOMPO PE,401,"Polyethylene, Low Density",LDPE,PE-LD,,,180.0,,,,1.6
POLYCOMPO PE,45200,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,,650.0,,,,20.0
POLYCOMPO PE,4570,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.0,,660.0,,,,7.0
POLYCOMPO PE,F9673P,"Polyethylene, Low Density",LDPE,PE-LD,,,170.0,,,,1.1
POLYCOMPO PE,SP2540,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.0,,270.0,,,,3.8
Pemex,BDL 92010 C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,190.0,,1.0
NEVIECO,LDPE 007 NAT,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,150.0,,
HIVAL®,PE LD 340022,"Polyethylene, Low Density",LDPE,PE-LD,12.4,,221.0,,,,40.0
HIVAL®,PE LD FL20 020,"Polyethylene, Low Density",LDPE,PE-LD,,,152.0,,,,2.0
HIVAL®,PE LD FL30 023,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.7
HIVAL®,PE LLD 102024 PWD,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.5,,430.0,,,,20.0
HIVAL®,PE LLD FLLB19 0095 NAT,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
HIVAL®,PE LLD FLLB19 020,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,221.0,,,,2.0
NPC PE,LL0209AF,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
NPC PE,LL0220KJ,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.9
SCLAIR®,31G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.2,,335.0,,,,12.0
NEFTEKHIM PE,4020R (20405),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,400.0,,,,3.6
NEFTEKHIM PE,4025W (25425),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,500.0,,,,20.0
NEFTEKHIM PE,4116N (16401),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
NEFTEKHIM PE,4117N (18401),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
NEFTEKHIM PE,4431S (30405),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,570.0,,,,4.0
NEFTEKHIM PE,5118P (18602),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.4
NEFTEKHIM PE,5118Q (18603),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
NEFTEKHIM PE,5119Q,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.2
NEFTEKHIM PE,5120N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
Osterlene®,LD3500,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,35.0
Osterlene®,LD6521,"Polyethylene, Low Density",LDPE,PE-LD,,,340.0,,221.0,,6.5
Osterlene®,LD750-EC,"Polyethylene, Low Density",LDPE,PE-LD,,,207.0,,,,7.5
Osterlene®,LLB2000,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.8,,379.0,,,,20.0
Osterlene®,LLB2000-G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.8,,379.0,,,,20.0
Osterlene®,"LLH100 (-A, -B, -SA)","Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Osterlene®,"LLO100 (-B, -A, -SA)","Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Osterlene®,LLO1020 (-SA),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
LUBAN™,DFDC-7050,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
LUBAN™,LL-8446.21,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,700.0,,,,5.0
TIPOLEN®,FA 244-51,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
TIPOLEN®,FB 243-51,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
TIPOLEN®,FC 243-55,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
TIPOLEN®,FD 243-51,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
TIPOLEN®,FD 243-55,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
ALPERFORM PE,SL FC 0207-14 OA,"Polyethylene, Low Density",LDPE,PE-LD-L,,,,,,,
Exelene® LLDPE,1600,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,124.0,,,,,0.97
Exelene® LLDPE,20400,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,124.0,258.0,,,,20.0
Exelene® LDPE,2501,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.5
CERTENE™,LDF-0221J,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
CERTENE™,LDF-0824B,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
CERTENE™,LDF-720A (BF),"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,7.0
CERTENE™,LDF-722F (IM),"Polyethylene, Low Density",LDPE,PE-LD,9.65,,234.0,,,,7.0
CERTENE™,LDF-820A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.0
CERTENE™,LDI-2523,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,283.0,,,,25.0
CERTENE™,LLBF-118A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
CERTENE™,LLBF-120J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
CERTENE™,LLBF-221D,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
CERTENE™,LLBF-223G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
CERTENE™,LLBI-5526,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,13.8,,517.0,,,,55.0
CERTENE™,LLGF-220A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.3
CERTENE™,LLHC-318A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
CERTENE™,LLHF-116XF,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.75
CERTENE™,LLHF-120B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
CERTENE™,LLHF-120F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Polymer-E,F2201,"Polyethylene, Low Density",LDPE,PE-LD,,114.0,,,,,2.3
Polymer-E,H0100,"Polyethylene, Low Density",LDPE,PE-LD,,112.0,,,,,0.5
Orevac®,18341,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-FR,,121.0,,,250.0,,1.5
