Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Tensile Strength at Yield,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Sinelec,CCB2765/G,"Polystyrene, Specialty",PS (Specialty),1.1,15.0,1200.0,,,,2.5
Sinelec,CCB6905,"Polystyrene, Specialty",PS (Specialty),,33.0,1740.0,45.0,,,3.0
Styropek®,BFL 295,"Polystyrene, Expanded",PS (EPS),,,,,,,
Styropek®,BFL 397S,"Polystyrene, Expanded",PS (EPS),,,,,,,
Styropek®,BFL 495,"Polystyrene, Expanded",PS (EPS),,,,,,,
Styropek®,P 440MH,"Polystyrene, Expanded",PS (EPS),,,,,,,
SUPREME™,SE 120 BL,"Polystyrene, Expanded",PS (EPS),0.008,,,,,,
SUPREME™,SE 271 TM,"Polystyrene, Expanded",PS (EPS),0.04,,,,,,
SUPREME HIPS,SH 03,"Polystyrene, High Impact",PS (HIPS),1.03,,2200.0,35.8,,,8.5
SUPREME HIPS,SH 2157,"Polystyrene, High Impact",PS (HIPS),1.03,,1800.0,33.8,,,4.0
SUPREME HIPS,SH 2157E,"Polystyrene, High Impact",PS (HIPS),1.03,,1800.0,33.8,,,4.0
SUPREME GPPS,SC 201 LV,"Polystyrene, General Purpose",PS (GPPS),1.04,,3200.0,79.9,,,4.0
Plaslube®,HIPS TL10 BK,"Polystyrene, High Impact",PS (HIPS),1.11,,1590.0,35.9,,,8.0
HiFill®,HIPS TM10 WT155,"Polystyrene, High Impact",PS (HIPS),1.06,,2000.0,35.9,,,6.0
HiFill®,PS GF20,"Polystyrene, General Purpose",PS (GPPS),1.22,,6210.0,103.0,,,
Taitarex®,616,"Polystyrene, High Impact",PS (HIPS),1.04,2.35,,,,,2.5
Taitarex®,818K,"Polystyrene, General Purpose",PS (GPPS),1.04,5.3,,,,,2.3
Taitarex®,861N / B / W,"Polystyrene, General Purpose",PS (GPPS),1.04,4.31,,,,,7.0
Taitacell,EPS 301MM,"Polystyrene, Expanded",PS (EPS),0.012,,,0.196,,,
Taitacell,EPS 321F,"Polystyrene, Expanded",PS (EPS),0.017,,,0.294,,,
Taitacell,EPS 321NF,"Polystyrene, Expanded",PS (EPS),0.017,,,0.294,,,
Taitacell,EPS 321S,"Polystyrene, Expanded",PS (EPS),0.015,,,0.245,,,
Taitacell,EPS 351SAA,"Polystyrene, Expanded",PS (EPS),0.015,,,0.245,,,
Synthos PS,170M,"Polystyrene, General Purpose",PS (GPPS),1.04,,,36.0,3300.0,,
Synthos PS,GP 585X,"Polystyrene, General Purpose",PS (GPPS),,,,,,,7.5
InSphere®,1000F/CZ,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,300F/NL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,800F/CZ,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,800FR/NL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InSphere®,800S/NL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InPacto®,100D/NL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InPacto®,300D/NL,"Polystyrene, Expanded",PS (EPS),,,,,,,
InPacto®,500SR/F1,"Polystyrene, Expanded",PS (EPS),,,,,,,
StyroTalc™,51,"Polystyrene, General Purpose",PS (GPPS),1.5,,,,,,3.5
StyroCal™,HP,"Polystyrene, High Impact",PS (HIPS),1.87,,,,,,1.0
Solarene®,G-144,"Polystyrene, General Purpose",PS (GPPS),1.04,51.0,3720.0,92.2,,,7.5
Solarene®,H-663,"Polystyrene, High Impact",PS (HIPS),1.04,24.0,2170.0,37.0,,,16.0
HK HIPS,PDR751,"Polystyrene, High Impact",PS (HIPS),1.04,24.0,2100.0,43.0,2300.0,,3.5
HUAYI HIPS,PT-100,"Polystyrene, High Impact",PS (HIPS),1.04,,1770.0,39.2,,,7.0
I. Stern,870E,"Polystyrene, High Impact",PS (HIPS),,21.0,1750.0,,,,4.0
I. Stern,BLK100,"Polystyrene, High Impact",PS (HIPS),,21.0,1750.0,,,,3.0
I. Stern,SH03,"Polystyrene, High Impact",PS (HIPS),,21.6,1770.0,,,,10.0
I. Stern,WC-103,"Polystyrene, General Purpose",PS (GPPS),,52.4,23.8,,,,1.6
Iupiace™,GH20,Polyphenylene Ether + PS,PPE+PS,1.22,,6400.0,154.0,6600.0,,
Iupiace™,GV20,Polyphenylene Ether + PS,PPE+PS,1.22,,6300.0,161.0,6500.0,,
Iupiace™,LMX420N,Polyphenylene Ether + PS,PPE+PS,1.34,,6000.0,105.0,6000.0,,
Iupiace™,LN80,Polyphenylene Ether + PS,PPE+PS,1.11,79.0,2400.0,115.0,2400.0,,
Iupiace™,LV60,Polyphenylene Ether + PS,PPE+PS,1.09,60.0,2650.0,100.0,,,
Iupiace™,TX403,Polyphenylene Ether + PS,PPE+PS,1.09,51.0,2500.0,80.0,2600.0,,
Iupiace™,VSG635V 9001P,Polyphenylene Ether + PS,PPE+PS,1.44,,8500.0,140.0,8600.0,,
Grupo IDESA GPPS,K-4-L-01,"Polystyrene, General Purpose",PS (GPPS),,,,,3920.0,,9.8
Grupo IDESA GPPS,K-8-AL-01,"Polystyrene, General Purpose",PS (GPPS),,,,,,,3.2
HYRENE®,PSCRY 8,"Polystyrene, General Purpose",PS (GPPS),1.04,,3390.0,78.6,,,7.0
HYRENE®,PS-CRY3,"Polystyrene, General Purpose",PS (GPPS),1.04,,3300.0,91.4,,,3.0
HYRENE®,PS-HI 13/2,"Polystyrene, High Impact",PS (HIPS),1.04,20.0,1770.0,31.0,,,13.0
HYRENE®,PS-HI 8/2,"Polystyrene, High Impact",PS (HIPS),1.04,26.0,1990.0,39.3,,,7.0
Eporex®,550,"Polystyrene, General Purpose",PS (GPPS),1.05,0.0538,3100.0,,,,4.0
TAIRIREX®,GP525N,"Polystyrene, General Purpose",PS (GPPS),1.04,,3140.0,86.0,3040.0,,6.6
TAIRIREX®,GP5350,"Polystyrene, General Purpose",PS (GPPS),1.04,,3140.0,87.0,3140.0,,4.5
TAIRIREX®,GP535A,"Polystyrene, General Purpose",PS (GPPS),1.04,,3140.0,92.0,3430.0,,4.3
TAIRIREX®,HP825S,"Polystyrene, High Impact",PS (HIPS),1.04,,1650.0,36.0,1600.0,,2.7
TAIRIREX®,HP825T,"Polystyrene, General Purpose",PS (GPPS),1.04,,2250.0,43.0,2150.0,,11.0
SureSpec,GS-025,"Polystyrene, General Purpose",PS (GPPS),1.05,53.8,3600.0,179.0,3310.0,,2.5
SureSpec,GS-080,"Polystyrene, General Purpose",PS (GPPS),1.04,44.8,3030.0,,2960.0,,8.0
SureSpec,GS-100,"Polystyrene, General Purpose",PS (GPPS),1.05,47.6,3500.0,,3130.0,,10.0
SureSpec,GS-140,"Polystyrene, General Purpose",PS (GPPS),1.05,42.1,3030.0,,2900.0,,14.0
SureSpec,HS-120,"Polystyrene, High Impact",PS (HIPS),1.05,15.9,2050.0,,2000.0,,12.0
Galloo,GP-rPS65B,"Polystyrene, General Purpose",PS (GPPS),1.05,,1750.0,,,,7.0
Galloo,GP-rPS65W,"Polystyrene, General Purpose",PS (GPPS),1.05,,1700.0,,,,7.0
SABIC® PS,330,"Polystyrene, High Impact",PS (HIPS),1.04,,2650.0,44.0,2350.0,,4.0
NORYL™ Resin,115EM4A,Polyphenylene Ether + PS,PPE+PS,1.16,69.0,3340.0,108.0,,,
NORYL™ Resin,EN185 - Americas,Polyphenylene Ether + PS,PPE+PS,1.08,42.0,2270.0,,,,
NORYL™ Resin,FE1740PW - Asia,Polyphenylene Ether + PS,PPE+PS,1.4,,9500.0,,11300.0,,10.0
NORYL™ Resin,FM3020V - Asia,Polyphenylene Ether + PS,PPE+PS,1.33,75.0,6370.0,113.0,,,19.0
NORYL™ Resin,GFN1 - Americas,Polyphenylene Ether + PS,PPE+PS,1.13,64.74398150528481,4160.0,122.0,4400.0,,17.0
NORYL™ Resin,GFN1 - Europe,Polyphenylene Ether + PS,PPE+PS,1.17,50.0,3500.0,,4000.0,,
NORYL™ Resin,GFN1F - Americas,Polyphenylene Ether + PS,PPE+PS,1.13,,4160.0,122.0,4400.0,,17.0
NORYL™ Resin,GFN2 - Americas,Polyphenylene Ether + PS,PPE+PS,1.2,73.3,6540.0,,7070.0,,9.0
NORYL™ Resin,GFN3 - Americas,Polyphenylene Ether + PS,PPE+PS,1.29,,8710.0,183.0,8740.0,,8.6
NORYL™ Resin,GFN30 - Asia,Polyphenylene Ether + PS,PPE+PS,1.31,,6800.0,,8200.0,,3.2
NORYL™ Resin,GFN30F - Asia,Polyphenylene Ether + PS,PPE+PS,1.31,,6800.0,,8200.0,,3.2
NORYL™ Resin,HM4025H - Asia,Polyphenylene Ether + PS,PPE+PS,1.44,116.0,10300.0,154.0,,,15.0
NORYL™ Resin,HMC1010,Polyphenylene Ether + PS,PPE+PS,1.15,79.0,6890.0,,7783.575599,,
NORYL™ Resin,HMC3008V,Polyphenylene Ether + PS,PPE+PS,1.26,121.0,9720.0,,,,11.0
NORYL™ Resin,HS2000X - Americas,Polyphenylene Ether + PS,PPE+PS,1.25,71.0,3800.0,117.0,4000.0,,7.6
NORYL™ Resin,N1050 - Americas,Polyphenylene Ether + PS,PPE+PS,1.1,63.0,2530.0,98.0,,,17.0
NORYL™ Resin,N1150 - Europe,Polyphenylene Ether + PS,PPE+PS,1.11,72.0,2600.0,,2650.0,,15.0
NORYL™ Resin,N300X - Americas,Polyphenylene Ether + PS,PPE+PS,1.1,75.0,2520.0,112.0,2220.0,,
NORYL™ Resin,NCF1010,Polyphenylene Ether + PS,PPE+PS,1.21,97.0,7610.0,129.0,,,
NORYL™ Resin,NH5120,Polyphenylene Ether + PS,PPE+PS,1.1,65.0,2610.0,,2650.0,,12.0
NORYL™ Resin,NH6010B - Europe,Polyphenylene Ether + PS,PPE+PS,1.11,64.0,2360.0,,2440.0,,5.6
NORYL™ Resin,NH6020 - Asia,Polyphenylene Ether + PS,PPE+PS,1.14,77.0,2680.0,,2740.0,,14.0
NORYL™ Resin,NH7010HV - Americas,Polyphenylene Ether + PS,PPE+PS,1.09,,2460.0,,2180.0,,20.0
NORYL™ Resin,NHP9023 - Europe,Polyphenylene Ether + PS,PPE+PS,1.21,,4900.0,,5500.0,,20.0
NORYL™ Resin,NP6100 - Europe,Polyphenylene Ether + PS,PPE+PS,1.08,68.0,2350.0,,2330.0,,11.0
NORYL™ Resin,PKN4752 - Americas,Polyphenylene Ether + PS,PPE+PS,1.08,86.0,3150.0,,3000.0,,
NORYL™ Resin,PKN4752 - Asia,Polyphenylene Ether + PS,PPE+PS,1.08,86.0,3150.0,,3000.0,,
NORYL™ Resin,PVX0901 - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,59.0,2450.0,,2440.0,,50.0
NORYL™ Resin,PX0844 - Europe,Polyphenylene Ether + PS,PPE+PS,1.06,45.0,2200.0,,2350.0,,
NORYL™ Resin,PX0888 - Americas,Polyphenylene Ether + PS,PPE+PS,1.04,58.0,2350.0,,2298.96101,,
NORYL™ Resin,PX0888 - Asia,Polyphenylene Ether + PS,PPE+PS,1.04,58.0,2350.0,,,,
NORYL™ Resin,PX0888 - Europe,Polyphenylene Ether + PS,PPE+PS,1.06,55.0,2200.0,,2200.0,,
NORYL™ Resin,PX138H - Americas,Polyphenylene Ether + PS,PPE+PS,1.23,90.0,5400.0,,6000.0,,2.7
NORYL™ Resin,PX2630F,Polyphenylene Ether + PS,PPE+PS,1.06,48.0,2090.0,76.0,,,3.8
NORYL™ Resin,PX9406 - Europe,Polyphenylene Ether + PS,PPE+PS,1.1,55.0,2100.0,,2400.0,,
NORYL™ Resin,PX9406K - Asia,Polyphenylene Ether + PS,PPE+PS,1.1,67.0,2420.0,,2550.0,,
NORYL™ Resin,SE1GFN2 - Europe,Polyphenylene Ether + PS,PPE+PS,1.25,,4500.0,,5500.0,,
NORYL™ Resin,SE1GFN3 - Asia,Polyphenylene Ether + PS,PPE+PS,1.31,,7790.0,,,,
NORYL™ Resin,WM220A - Asia,Polyphenylene Ether + PS,PPE+PS,1.23,98.0,5640.0,150.0,,,9.4
NORYL PPX™ Resin,PPX630 - Europe,Polyphenylene Ether + PS + PP,PPE+PS+PP,1.19,,5500.0,,6600.0,,
NORYL PPX™ Resin,PPX640 - Americas,Polyphenylene Ether + PS + PP,PPE+PS+PP,1.3,95.0,8310.0,,7646.30377,,1.3
NORYL PPX™ Resin,PPX7110 - Americas,Polyphenylene Ether + PS + PP,PPE+PS+PP,0.968,35.0,1550.0,,1340.0,,11.0
NORYL GTX™ Resin,GTX4610 - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.21,88.0,4600.0,,5000.0,,18.0
NORYL GTX™ Resin,GTX678 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.12,58.0,2600.0,,2900.0,,7.8
NORYL GTX™ Resin,GTX810 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.16,102.0,3900.0,,4200.0,,12.0
NORYL GTX™ Resin,GTX810 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.16,89.0,3960.0,,,,
NORYL GTX™ Resin,GTX810 - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.16,65.0,2900.0,,3200.0,,
NORYL GTX™ Resin,GTX8110P - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.17,100.0,3400.0,,4500.0,,
NORYL GTX™ Resin,GTX820 - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.24,116.83040083426675,5960.0,,6400.0,,7.0
NORYL GTX™ Resin,GTX830 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.33,151.0,8580.0,,7024.294224,,
NORYL GTX™ Resin,GTX830 - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.32,91.70803356470245,6200.0,,7300.0,,
NORYL GTX™ Resin,GTX918W - Americas,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,62.0,2360.0,,2321.124884,,
NORYL GTX™ Resin,GTX918W - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,62.0,2360.0,,,,
NORYL GTX™ Resin,GTX934 - Europe,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,65.0,2200.0,,2400.0,,13.0
NORYL GTX™ Resin,GTX964W,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.08,50.0,1800.0,,,,
NORYL GTX™ Resin,GTX973 - Asia,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.09,60.0,2300.0,,2300.0,,20.0
LNP™ STAT-KON™ Compound,CD000I - Americas,"Polystyrene, High Impact",PS (HIPS),1.08,23.0,2100.0,40.0,2120.0,,
LNP™ STAT-KON™ Compound,ZE004,Polyphenylene Ether + PS,PPE+PS,1.15,,12000.0,125.0,16000.0,,
LNP™ STAT-KON™ Compound,ZX05009,Polyphenylene Ether + PS,PPE+PS,1.15,,9000.0,,13000.0,,
LNP™ LUBRILOY™ Compound,Z2000,Polyphenylene Ether + PS,PPE+PS,1.04,46.0,2080.0,58.0,1810.0,,
LNP™ LUBRICOMP™ Compound,CG006,"Polystyrene, High Impact",PS (HIPS),1.22,,5400.0,,6200.0,,
LNP™ LUBRICOMP™ Compound,CX94108,"Polystyrene, General Purpose",PS (GPPS),1.08,,3500.0,,3600.0,,
LNP™ LUBRICOMP™ Compound,ZL003 - Europe,Polyphenylene Ether + PS,PPE+PS,1.15,,2000.0,,2250.0,,
LNP™ LUBRICOMP™ Compound,ZX05506,Polyphenylene Ether + PS,PPE+PS,1.35,,4960.0,94.0,4910.0,,
ANYPOL,CL-300LL,"Polystyrene, Expanded",PS (EPS),,,,,,,
ANYPOL,SE-2500,"Polystyrene, Expanded",PS (EPS),0.015,,,,,,
KumhoSunny PPO,HSP8340GNH,Polyphenylene Ether + PS,PPE+PS,1.09,,2380.0,78.0,,,40.0
KumhoSunny PPO,HSP8344,Polyphenylene Ether + PS,PPE+PS,1.04,,1820.0,60.0,,,10.0
SECCO,GPPS-123,"Polystyrene, General Purpose",PS (GPPS),1.04,47.0,3100.0,75.0,,,8.0
WOTLON® MPPO,1000-120A,Polyphenylene Ether + PS,PPE+PS,1.1,60.0,2400.0,96.0,,,12.0
WOTLON® MPPO,1000-GF20V,Polyphenylene Ether + PS,PPE+PS,1.25,110.0,5300.0,148.0,,,12.0
WOTLON® MPPO,1000-GF30V,Polyphenylene Ether + PS,PPE+PS,1.33,110.0,7320.0,150.0,,,12.0
Yanshan PS,666D,"Polystyrene, General Purpose",PS (GPPS),,,,,,,8.0
Yanshan PS,680X,"Polystyrene, General Purpose",PS (GPPS),,,,,,,2.7
Yanshan PS,685,"Polystyrene, General Purpose",PS (GPPS),,,,,,,2.5
SKYSTYRENE©,rPS4-6BK,"Polystyrene, General Purpose",PS (GPPS),1.06,,1900.0,38.0,,,3.5
SKYSTYRENE©,rPS6-6BK,"Polystyrene, General Purpose",PS (GPPS),1.06,,2100.0,42.0,,,5.5
Stirolan,RC,"Polystyrene, High Impact",PS (HIPS),1.04,26.0,2400.0,,,,5.0
PRL,PPX/NY-GP1,Polyphenylene Ether + PS + PA,PPE+PS+Nylon,1.08,57.9,2070.0,82.7,,,20.0
PRL,PPX-FR3,Polyphenylene Ether + PS,PPE+PS,1.06,64.1,2410.0,89.6,,,4.0
PRL,PPX-G10,Polyphenylene Ether + PS,PPE+PS,1.14,72.4,3450.0,103.0,,,1.0
PRL,PPX-G5,Polyphenylene Ether + PS,PPE+PS,1.1,63.8,2930.0,96.5,,,2.0
PRL,PPX-GP4-WR,Polyphenylene Ether + PS,PPE+PS,1.1,36.5,1780.0,,,,25.0
PRL,PPX-MF-FR1,Polyphenylene Ether + PS,PPE+PS,1.24,62.1,2860.0,96.5,,,15.0
PRL,PPX-MF-FR3,Polyphenylene Ether + PS,PPE+PS,1.23,72.4,3450.0,,,,3.0
Sizzle™,GPPS,"Polystyrene, General Purpose",PS (GPPS),1.05,,2280.0,,2620.0,,12.0
PrimaFlex®,GP 0400,"Polystyrene, General Purpose",PS (GPPS),1.04,51.7,2960.0,,,,3.5
PrimaFlex®,GP 1400-G,"Polystyrene, General Purpose",PS (GPPS),1.04,42.7,3170.0,,,,14.0
Avantra®,8130,"Polystyrene, High Impact",PS (HIPS),1.15,26.0,2210.0,,,,4.5
Avantra®,8930,"Polystyrene, High Impact",PS (HIPS),1.07,25.0,2140.0,,,,10.0
Veroplas,DX76,"Polystyrene, General Purpose",PS (GPPS),1.05,53.1,3210.0,94.5,,,2.0
Resan,SAN,"Polystyrene, General Purpose",PS (GPPS),1.04,,,,2100.0,,6.0
POLYCASA®,HIPS Matt/Matt,"Polystyrene, High Impact",PS (HIPS),1.05,,1800.0,32.0,1670.0,,
Kareline®,PSMS6040,"Polystyrene, Specialty",PS (Specialty),1.15,44.8,6000.0,,2400.0,,
Diamond,GP-525,"Polystyrene, General Purpose",PS (GPPS),1.05,39.2,,73.5,,,7.0
Diamond,HI-800 (H.G),"Polystyrene, High Impact",PS (HIPS),1.04,14.7,1570.0,29.4,1180.0,,11.0
HIVAL®,PS HI 5308,"Polystyrene, High Impact",PS (HIPS),1.04,21.4,1720.0,,,,8.0
NEFTEKHIM PS,404,"Polystyrene, General Purpose",PS (GPPS),,,,,,,3.0
NEFTEKHIM PS,404V,"Polystyrene, General Purpose",PS (GPPS),,,,90.0,,,3.0
NEFTEKHIM PS,430,"Polystyrene, General Purpose",PS (GPPS),,,,55.0,,,25.0
NEFTEKHIM PS,530,"Polystyrene, General Purpose",PS (GPPS),,,,,,,5.0
NEFTEKHIM PS,584,"Polystyrene, General Purpose",PS (GPPS),,,,93.0,,,3.0
NEFTEKHIM PS,585V,"Polystyrene, General Purpose",PS (GPPS),,,,70.0,,,1.5
NEFTEKHIM PS,75FE,"Polystyrene, General Purpose",PS (GPPS),,,,,,,5.0
NEFTEKHIM PS,825EF,"Polystyrene, High Impact",PS (HIPS),,,,38.0,,,3.0
NEFTEKHIM PS,825EM,"Polystyrene, High Impact",PS (HIPS),,,,35.0,,,2.0
NEFTEKHIM PS,825M,"Polystyrene, High Impact",PS (HIPS),,,,37.0,,,6.0
NEFTEKHIM PS,965E,"Polystyrene, High Impact",PS (HIPS),,26.0,,,,,1.0
NYLOY®,AT-0060N,"Polystyrene, General Purpose",PS (GPPS),1.56,,5880.0,29.4,,,
ALTECH® PS-HI,2019/901 NC0001-00,"Polystyrene, High Impact",PS (HIPS),1.16,27.0,4900.0,45.0,4800.0,,
ALTECH® PS-HI,A 1000/100,"Polystyrene, High Impact",PS (HIPS),1.04,22.0,1900.0,38.0,1800.0,,
ALTECH® PS-HI,A 1000/902 GY1231-20,"Polystyrene, High Impact",PS (HIPS),1.04,23.0,,,2200.0,,
ALTECH® PS,A 1000/108,"Polystyrene, General Purpose",PS (GPPS),1.06,,3250.0,65.0,3300.0,,
Exelene® PS,6800,"Polystyrene, General Purpose",PS (GPPS),1.04,,0.031,93.1,0.0303,,9.0
Exelene® PS,7300E,"Polystyrene, High Impact",PS (HIPS),,,0.0221,47.6,0.0207,,3.0
CERTENE™,SGM-105,"Polystyrene, General Purpose",PS (GPPS),1.05,47.6,3500.0,,3130.0,,10.0
CERTENE™,SGM-140,"Polystyrene, General Purpose",PS (GPPS),1.05,42.1,3030.0,,2900.0,,14.0
CERTENE™,SGS-015,"Polystyrene, General Purpose",PS (GPPS),1.05,52.4,2960.0,,2960.0,,1.5
CERTENE™,SIM-080,"Polystyrene, High Impact",PS (HIPS),1.05,20.7,2340.0,,2280.0,,8.0
XYRON™,1951J,Polyphenylene Ether + PS,PPE+PS,1.11,43.0,2300.0,68.0,,,
XYRON™,240V,Polyphenylene Ether + PS,PPE+PS,1.09,52.0,2500.0,85.0,,,
XYRON™,240W,Polyphenylene Ether + PS,PPE+PS,1.07,42.0,2300.0,73.0,,,
XYRON™,540Z,Polyphenylene Ether + PS,PPE+PS,1.1,69.0,2500.0,107.0,,,
XYRON™,641Z,Polyphenylene Ether + PS,PPE+PS,1.1,74.0,2670.0,113.0,,,
XYRON™,C443V,Polyphenylene Ether + PS,PPE+PS,1.33,73.0,12000.0,117.0,,,
XYRON™,G402H,Polyphenylene Ether + PS,PPE+PS,1.19,95.0,6900.0,158.0,,,
XYRON™,SZ800,Polyphenylene Ether + PS,PPE+PS,1.1,72.0,2400.0,110.0,,,
XYRON™,VM34V,Polyphenylene Ether + PS,PPE+PS,1.38,63.0,5600.0,103.0,,,
XYRON™,VT31Z,Polyphenylene Ether + PS,PPE+PS,1.17,48.0,2800.0,86.0,,,
XYRON™,VTD1V,Polyphenylene Ether + PS,PPE+PS,1.13,46.0,2600.0,74.0,,,
XYRON™,WG720,Polyphenylene Ether + PS,PPE+PS,1.21,105.0,6500.0,164.0,,,
XYRON™,X304H,Polyphenylene Ether + PS,PPE+PS,1.38,65.0,9000.0,115.0,,,
XYRON™,X351V,Polyphenylene Ether + PS,PPE+PS,1.15,50.0,3800.0,100.0,,,
XYRON™,X423V,Polyphenylene Ether + PS,PPE+PS,1.32,84.0,7300.0,132.0,,,
XYRON™,X552H,Polyphenylene Ether + PS,PPE+PS,1.2,55.0,5300.0,109.0,,,
XYRON™,X604H,Polyphenylene Ether + PS,PPE+PS,1.38,56.0,6200.0,106.0,,,
Edgetek™,ET7400-0001 Natural,"Polystyrene, General Purpose",PS (GPPS),1.26,,1480.0,27.6,,,63.0
Edgetek™,ET7600-8035 RS NHFR NC001,Polyphenylene Ether + PS,PPE+PS,1.22,55.0,3070.0,91.0,,,
ColorFast®,FRPPE200,Polyphenylene Ether + PS,PPE+PS,1.1,72.5,2500.0,110.0,,,6.0
API II,370,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,2930.0,,3.0
API II,545,"Polystyrene, High Impact",PS (HIPS),1.04,,2100.0,,1930.0,,4.5
API II,550-HF,"Polystyrene, High Impact",PS (HIPS),1.04,,2030.0,,2140.0,,14.0
API PS,395-21,"Polystyrene, General Purpose",PS (GPPS),1.05,,,,2830.0,,15.0
API PS,545-21,"Polystyrene, High Impact",PS (HIPS),1.04,27.6,2550.0,,1860.0,,3.0
API PS,550-21,"Polystyrene, High Impact",PS (HIPS),1.04,24.1,2480.0,,2140.0,,8.0
API PS,650-21,"Polystyrene, High Impact",PS (HIPS),1.04,,2000.0,,1990.0,,8.0
STYRON™,404,"Polystyrene, General Purpose",PS (GPPS),1.04,,2000.0,43.0,1900.0,,2.3
STYRON™,649D,"Polystyrene, General Purpose",PS (GPPS),1.04,,3280.0,51.0,3100.0,,18.0
STYRON™,685DR,"Polystyrene, General Purpose",PS (GPPS),1.04,,3240.0,90.0,3170.0,,1.6
STYRON™,685P,"Polystyrene, General Purpose",PS (GPPS),1.04,,3240.0,90.0,3170.0,,2.2
STYRON A-TECH™,1115,"Polystyrene, High Impact",PS (HIPS),1.04,,1900.0,36.0,1800.0,,2.8
PolyRenew®,1625,"Polystyrene, General Purpose",PS (GPPS),1.04,,3240.0,90.0,3170.0,,2.0
PolyRenew®,5001 HE,"Polystyrene, General Purpose",PS (GPPS),1.04,,3240.0,90.0,3170.0,,1.2
Americas Styrenics,EB6400,"Polystyrene, High Impact",PS (HIPS),1.04,,1500.0,30.0,1500.0,,3.0
Americas Styrenics,MB3150,"Polystyrene, General Purpose",PS (GPPS),1.04,,3280.0,83.0,3100.0,,3.0
Adell PS,IV-11-N,"Polystyrene, High Impact",PS (HIPS),1.05,,1830.0,,,,
Aaron,AVPS M 100-2,"Polystyrene, Medium Impact",PS (MIPS),1.04,39.3,2650.0,,,,4.0
Aarolene®,ARPS HI 100-4,"Polystyrene, High Impact",PS (HIPS),1.05,35.2,2120.0,,,,3.0
Aarolene®,AVPS 100-3,"Polystyrene, High Impact",PS (HIPS),1.05,34.5,2110.0,,,,4.0
PERSTIR®,B43K7000AH0,"Polystyrene, General Purpose",PS (GPPS),1.82,,,,,,2.8
PERSTIR®,N10K7000AH0,"Polystyrene, General Purpose",PS (GPPS),1.82,,,,,,3.3
EMPOL®,BV 107 FR V0,"Polystyrene, General Purpose",PS (GPPS),1.1,20.0,,,2500.0,,4.0
EMPOL®,BV 307 FR V2,"Polystyrene, General Purpose",PS (GPPS),1.08,20.0,,,2500.0,,4.0
AuroraTec™,0802,"Polystyrene, High Impact",PS (HIPS),1.04,24.8,2340.0,44.8,,,8.0
Electroblend®,HIPS-1800,"Polystyrene, High Impact",PS (HIPS),1.04,,2320.0,40.0,,,3.0
DURACLEAR,XUV510 NC,"Polystyrene, General Purpose",PS (GPPS),0.938,,1710.0,58.0,,,4.5
Okirol®,E-4F,"Polystyrene, Expanded",PS (EPS),0.014,,,,,,
Okirol®,E-6F,"Polystyrene, Expanded",PS (EPS),0.018,,,,,,
HYBRANCH,HP-500M,"Polystyrene, Specialty",PS (Specialty),1.04,,3300.0,103.0,,,2.8
Cleapact,TS-50 E,Polystyrene Alloy,PS Alloy,1.12,,3450.0,104.0,,,2.0
Delta,PPO 844,Polyphenylene Ether + PS,PPE+PS,1.06,51.7,2410.0,,,,
Delta,PPO 888,Polyphenylene Ether + PS,PPE+PS,1.04,55.2,2550.0,,,,
Delta,PPO FR1G21,Polyphenylene Ether + PS,PPE+PS,1.16,68.9,3450.0,,,,
Delta,PPO FR1G41,Polyphenylene Ether + PS,PPE+PS,1.23,103.0,5520.0,,,,
WINDFORM®,PS,"Polystyrene, Specialty",PS (Specialty),,,,,,86.5,
Deltech PS,Grade 130,"Polystyrene, General Purpose",PS (GPPS),1.05,46.9,3310.0,86.2,3100.0,,3.0
CABELEC®,CA6740,"Polystyrene, General Purpose",PS (GPPS),1.06,25.0,1520.0,,,,0.6
